assignment_id,verifier_id,target_stable_id,category,verification_scope,verifier_native_order,verifier_native_label,verifier_count,evidence_exists,front_view_exists,secondary_angle_sample_included,native_order_status,record_fields_status,evidence_files_status,front_view_status,secondary_angle_status,dependency_status,exception_status,final_disposition,discrepancy_type,resolution_action,resolution_evidence_ids,notes
phase0-second-verifier-assignment-20260714,,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_005,Skin Details,catalogItem,,,,,,,notChecked,notChecked,notChecked,notChecked,notChecked,notApplicable,notApplicable,NOT_VERIFIED,none,,,Record-level review happens only after independent counts are complete.
phase0-second-verifier-assignment-20260714,,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_006,Skin Details,catalogItem,,,,,,notApplicable,notChecked,notChecked,notChecked,notChecked,notApplicable,notApplicable,notApplicable,NOT_VERIFIED,none,,,Record-level review happens only after independent counts are complete.
phase0-second-verifier-assignment-20260714,,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_007,Skin Details,catalogItem,,,,,,,notChecked,notChecked,notChecked,notChecked,notChecked,notApplicable,notApplicable,NOT_VERIFIED,none,,,Record-level review happens only after independent counts are complete.
phase0-second-verifier-assignment-20260714,,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_008,Skin Details,catalogItem,,,,,,notApplicable,notChecked,notChecked,notChecked,notChecked,notApplicable,notApplicable,notApplicable,NOT_VERIFIED,none,,,Record-level review happens only after independent counts are complete.
phase0-second-verifier-assignment-20260714,,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_009,Skin Details,catalogItem,,,,,,notApplicable,notChecked,notChecked,notChecked,notChecked,notApplicable,notApplicable,notApplicable,NOT_VERIFIED,none,,,Record-level review happens only after independent counts are complete.
phase0-second-verifier-assignment-20260714,,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_010,Skin Details,catalogItem,,,,,,,notChecked,notChecked,notChecked,notChecked,notChecked,notApplicable,notApplicable,NOT_VERIFIED,none,,,Record-level review happens only after independent counts are complete.
phase0-second-verifier-assignment-20260714,,CF27_XBOXUNKNOWN_RTG_SKINTONE_001,Skin Tone,catalogItem,,,,,,notApplicable,notChecked,notChecked,notChecked,notChecked,notApplicable,notApplicable,notApplicable,NOT_VERIFIED,none,,,Record-level review happens only after independent counts are complete.
phase0-second-verifier-assignment-20260714,,CF27_XBOXUNKNOWN_RTG_SKINTONE_002,Skin Tone,catalogItem,,,,,,,notChecked,notChecked,notChecked,notChecked,notChecked,notApplicable,notApplicable,NOT_VERIFIED,none,,,Record-level review happens only after independent counts are complete.
phase0-second-verifier-assignment-20260714,,CF27_XBOXUNKNOWN_RTG_SKINTONE_003,Skin Tone,catalogItem,,,,,,notApplicable,notChecked,notChecked,notChecked,notChecked,notApplicable,notApplicable,notApplicable,NOT_VERIFIED,none,,,Record-level review happens only after independent counts are complete.
phase0-second-verifier-assignment-20260714,,CF27_XBOXUNKNOWN_RTG_SKINTONE_004,Skin Tone,catalogItem,,,,,,notApplicable,notChecked,notChecked,notChecked,notChecked,notApplicable,notApplicable,notApplicable,NOT_VERIFIED,none,,,Record-level review happens only after independent counts are complete.
phase0-second-verifier-assignment-20260714,,CF27_XBOXUNKNOWN_RTG_SKINTONE_006,Skin Tone,catalogItem,,,,,,notApplicable,notChecked,notChecked,notChecked,notChecked,notApplicable,notApplicable,notApplicable,NOT_VERIFIED,none,,,Record-level review happens only after independent counts are complete.
phase0-second-verifier-assignment-20260714,,CF27_XBOXUNKNOWN_RTG_SKINTONE_007,Skin Tone,catalogItem,,,,,,,notChecked,notChecked,notChecked,notChecked,notChecked,notApplicable,notApplicable,NOT_VERIFIED,none,,,Record-level review happens only after independent counts are complete.
phase0-second-verifier-assignment-20260714,,CF27_XBOXUNKNOWN_RTG_SKINTONE_008,Skin Tone,catalogItem,,,,,,notApplicable,notChecked,notChecked,notChecked,notChecked,notApplicable,notApplicable,notApplicable,NOT_VERIFIED,none,,,Record-level review happens only after independent counts are complete.
phase0-second-verifier-assignment-20260714,,CF27_XBOXUNKNOWN_RTG_SKINTONE_009,Skin Tone,catalogItem,,,,,,notApplicable,notChecked,notChecked,notChecked,notChecked,notApplicable,notApplicable,notApplicable,NOT_VERIFIED,none,,,Record-level review happens only after independent counts are complete.
phase0-second-verifier-assignment-20260714,,CF27_XBOXUNKNOWN_RTG_SKINTONE_010,Skin Tone,catalogItem,,,,,,notApplicable,notChecked,notChecked,notChecked,notChecked,notApplicable,notApplicable,notChecked,NOT_VERIFIED,none,,,Duplicate or ambiguous record requires explicit exception review.
phase0-second-verifier-assignment-20260714,,CF27_XBOXUNKNOWN_RTG_SKINTONE_011,Skin Tone,catalogItem,,,,,,notApplicable,notChecked,notChecked,notChecked,notChecked,notApplicable,notApplicable,notApplicable,NOT_VERIFIED,none,,,Record-level review happens only after independent counts are complete.
phase0-second-verifier-assignment-20260714,,CF27_XBOXUNKNOWN_RTG_SKINTONE_012,Skin Tone,catalogItem,,,,,,notApplicable,notChecked,notChecked,notChecked,notChecked,notApplicable,notApplicable,notApplicable,NOT_VERIFIED,none,,,Record-level review happens only after independent counts are complete.
phase0-second-verifier-assignment-20260714,,CF27_XBOXUNKNOWN_RTG_SKINTONE_013,Skin Tone,catalogItem,,,,,,notApplicable,notChecked,notChecked,notChecked,notChecked,notApplicable,notApplicable,notApplicable,NOT_VERIFIED,none,,,Record-level review happens only after independent counts are complete.
phase0-second-verifier-assignment-20260714,,CF27_XBOXUNKNOWN_RTG_SKINTONE_017,Skin Tone,catalogItem,,,,,,notApplicable,notChecked,notChecked,notChecked,notChecked,notApplicable,notApplicable,notApplicable,NOT_VERIFIED,none,,,Record-level review happens only after independent counts are complete.
phase0-second-verifier-assignment-20260714,,CF27_XBOXUNKNOWN_RTG_SKINTONE_018,Skin Tone,catalogItem,,,,,,notApplicable,notChecked,notChecked,notChecked,notChecked,notApplicable,notApplicable,notApplicable,NOT_VERIFIED,none,,,Record-level review happens only after independent counts are complete.
phase0-second-verifier-assignment-20260714,,CF27_XBOXUNKNOWN_RTG_SKINTONE_019,Skin Tone,catalogItem,,,,,,,notChecked,notChecked,notChecked,notChecked,notChecked,notApplicable,notApplicable,NOT_VERIFIED,none,,,Record-level review happens only after independent counts are complete.
phase0-second-verifier-assignment-20260714,,CF27_XBOXUNKNOWN_RTG_SKINTONE_020,Skin Tone,catalogItem,,,,,,,notChecked,notChecked,notChecked,notChecked,notChecked,notApplicable,notApplicable,NOT_VERIFIED,none,,,Record-level review happens only after independent counts are complete.
phase0-second-verifier-assignment-20260714,,CF27_XBOXUNKNOWN_RTG_SKINTONE_021,Skin Tone,catalogItem,,,,,,notApplicable,notChecked,notChecked,notChecked,notChecked,notApplicable,notApplicable,notApplicable,NOT_VERIFIED,none,,,Record-level review happens only after independent counts are complete.
phase0-second-verifier-assignment-20260714,,CF27_XBOXUNKNOWN_RTG_SKINTONE_022,Skin Tone,catalogItem,,,,,,,notChecked,notChecked,notChecked,notChecked,notChecked,notApplicable,notApplicable,NOT_VERIFIED,none,,,Record-level review happens only after independent counts are complete.
phase0-second-verifier-assignment-20260714,,CF27_XBOXUNKNOWN_RTG_SKINTONE_023,Skin Tone,catalogItem,,,,,,notApplicable,notChecked,notChecked,notChecked,notChecked,notApplicable,notApplicable,notApplicable,NOT_VERIFIED,none,,,Record-level review happens only after independent counts are complete.
phase0-second-verifier-assignment-20260714,,CF27_XBOXUNKNOWN_RTG_SKINTONE_024,Skin Tone,catalogItem,,,,,,notApplicable,notChecked,notChecked,notChecked,notChecked,notApplicable,notApplicable,notApplicable,NOT_VERIFIED,none,,,Record-level review happens only after independent counts are complete.
phase0-second-verifier-assignment-20260714,,CF27_XBOXUNKNOWN_RTG_SKINTONE_029,Skin Tone,catalogItem,,,,,,notApplicable,notChecked,notChecked,notChecked,notChecked,notApplicable,notApplicable,notApplicable,NOT_VERIFIED,none,,,Record-level review happens only after independent counts are complete.
