packageLabel,evidenceID,relativePath,masterOrDerivative,fileRole,sha256,sizeBytes,mimeType,sourceVideo,timestamp,environmentCandidate,menuID,catalogID,view,captureDate,researcher,verificationState,supersessionState,validationState,notes
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_head_008-menu,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_008/CF27_XBOXUNKNOWN_RTG_HEAD_008_MENU_video-002_49p88s.png,derivative,menuEvidenceFrame,000e18dbdab4a50f3258a83fb50a91c6822e995a7678f67929f2612c1f8b8063,1378341,image/png,video-002,49.88,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-head-template,CF27_XBOXUNKNOWN_RTG_HEAD_008,MENU,2026-07-13T01:19:19.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame selected from the stable selected-label range using fast local seek. Recorded source timestamp is exact to the extraction plan; decoded frame may resolve to the nearest available video frame. Angle labels are approximate and require verifier confirmation before production use. Angle label status: menu_evidence. Category: Head Template.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_head_008-rear,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_008/CF27_XBOXUNKNOWN_RTG_HEAD_008_REAR_video-002_51p26s.png,derivative,standardAngleDerivativeFrame,cd8b54da1720690e1e375e350cd01b1b4a6125888cbc8eaa0d2dc088320b0940,1317831,image/png,video-002,51.26,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-head-template,CF27_XBOXUNKNOWN_RTG_HEAD_008,REAR,2026-07-13T01:19:19.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame selected from the stable selected-label range using fast local seek. Recorded source timestamp is exact to the extraction plan; decoded frame may resolve to the nearest available video frame. Angle labels are approximate and require verifier confirmation before production use. Angle label status: approximate_from_rotation_sequence. Category: Head Template.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_head_008-right_3q,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_008/CF27_XBOXUNKNOWN_RTG_HEAD_008_RIGHT_3Q_video-002_52p06s.png,derivative,standardAngleDerivativeFrame,e3bc7fe0f02c3f543148164f322412caea4d39ef0e0bc4c601ab6678268dbf3a,1479673,image/png,video-002,52.06,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-head-template,CF27_XBOXUNKNOWN_RTG_HEAD_008,RIGHT_3Q,2026-07-13T01:19:19.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame selected from the stable selected-label range using fast local seek. Recorded source timestamp is exact to the extraction plan; decoded frame may resolve to the nearest available video frame. Angle labels are approximate and require verifier confirmation before production use. Angle label status: approximate_from_rotation_sequence. Category: Head Template.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_head_008-right_profile,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_008/CF27_XBOXUNKNOWN_RTG_HEAD_008_RIGHT_PROFILE_video-002_51p66s.png,derivative,standardAngleDerivativeFrame,0c25b72da63b585248ef57f3b7df035b6465732d900023e44748fb144cdf5b13,1381672,image/png,video-002,51.66,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-head-template,CF27_XBOXUNKNOWN_RTG_HEAD_008,RIGHT_PROFILE,2026-07-13T01:19:19.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame selected from the stable selected-label range using fast local seek. Recorded source timestamp is exact to the extraction plan; decoded frame may resolve to the nearest available video frame. Angle labels are approximate and require verifier confirmation before production use. Angle label status: approximate_from_rotation_sequence. Category: Head Template.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_head_009-front,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_009/CF27_XBOXUNKNOWN_RTG_HEAD_009_FRONT_video-002_76p08s.png,derivative,standardAngleDerivativeFrame,e691e0ca1597615e847b622b72384f5d4884ed571462dde053cc565aa36abbda,1447795,image/png,video-002,76.08,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-head-template,CF27_XBOXUNKNOWN_RTG_HEAD_009,FRONT,2026-07-13T01:19:19.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame selected from the stable selected-label range using fast local seek. Recorded source timestamp is exact to the extraction plan; decoded frame may resolve to the nearest available video frame. Angle labels are approximate and require verifier confirmation before production use. Angle label status: approximate_from_rotation_sequence. Category: Head Template.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_head_009-left_3q,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_009/CF27_XBOXUNKNOWN_RTG_HEAD_009_LEFT_3Q_video-002_76p47s.png,derivative,standardAngleDerivativeFrame,82bf294dadb6615ec21e95688e1dced2848f51daf93159a619d9daeead66163d,1306772,image/png,video-002,76.47,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-head-template,CF27_XBOXUNKNOWN_RTG_HEAD_009,LEFT_3Q,2026-07-13T01:19:19.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame selected from the stable selected-label range using fast local seek. Recorded source timestamp is exact to the extraction plan; decoded frame may resolve to the nearest available video frame. Angle labels are approximate and require verifier confirmation before production use. Angle label status: approximate_from_rotation_sequence. Category: Head Template.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_head_009-left_profile,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_009/CF27_XBOXUNKNOWN_RTG_HEAD_009_LEFT_PROFILE_video-002_76p87s.png,derivative,standardAngleDerivativeFrame,93da199160535942175170f321e789411b6aaa5f0158b4a9b978db5dc30aab06,1212881,image/png,video-002,76.87,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-head-template,CF27_XBOXUNKNOWN_RTG_HEAD_009,LEFT_PROFILE,2026-07-13T01:19:19.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame selected from the stable selected-label range using fast local seek. Recorded source timestamp is exact to the extraction plan; decoded frame may resolve to the nearest available video frame. Angle labels are approximate and require verifier confirmation before production use. Angle label status: approximate_from_rotation_sequence. Category: Head Template.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_head_009-menu,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_009/CF27_XBOXUNKNOWN_RTG_HEAD_009_MENU_video-002_75p88s.png,derivative,menuEvidenceFrame,f886afc7fb7713db49a7cdb581ea0239dec1284730119671037f806e20cd9453,1478025,image/png,video-002,75.88,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-head-template,CF27_XBOXUNKNOWN_RTG_HEAD_009,MENU,2026-07-13T01:19:19.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame selected from the stable selected-label range using fast local seek. Recorded source timestamp is exact to the extraction plan; decoded frame may resolve to the nearest available video frame. Angle labels are approximate and require verifier confirmation before production use. Angle label status: menu_evidence. Category: Head Template.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_head_009-rear,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_009/CF27_XBOXUNKNOWN_RTG_HEAD_009_REAR_video-002_77p26s.png,derivative,standardAngleDerivativeFrame,878329b03d4dd812a1fe7e824edea8985dd5ff84f1966ba412fb7152c9749457,1369538,image/png,video-002,77.26,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-head-template,CF27_XBOXUNKNOWN_RTG_HEAD_009,REAR,2026-07-13T01:19:19.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame selected from the stable selected-label range using fast local seek. Recorded source timestamp is exact to the extraction plan; decoded frame may resolve to the nearest available video frame. Angle labels are approximate and require verifier confirmation before production use. Angle label status: approximate_from_rotation_sequence. Category: Head Template.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_head_009-right_3q,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_009/CF27_XBOXUNKNOWN_RTG_HEAD_009_RIGHT_3Q_video-002_78p06s.png,derivative,standardAngleDerivativeFrame,ebf6ac26487a9aa8703c1abb313b0f3550f9f30bc28fb8c4c0b158aff109929f,1233295,image/png,video-002,78.06,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-head-template,CF27_XBOXUNKNOWN_RTG_HEAD_009,RIGHT_3Q,2026-07-13T01:19:19.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame selected from the stable selected-label range using fast local seek. Recorded source timestamp is exact to the extraction plan; decoded frame may resolve to the nearest available video frame. Angle labels are approximate and require verifier confirmation before production use. Angle label status: approximate_from_rotation_sequence. Category: Head Template.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_head_009-right_profile,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_009/CF27_XBOXUNKNOWN_RTG_HEAD_009_RIGHT_PROFILE_video-002_77p66s.png,derivative,standardAngleDerivativeFrame,bd77cfd0426791f6124c7da7f19e79b1974f5cbab8bc59d95a95994848539f86,1254583,image/png,video-002,77.66,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-head-template,CF27_XBOXUNKNOWN_RTG_HEAD_009,RIGHT_PROFILE,2026-07-13T01:19:19.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame selected from the stable selected-label range using fast local seek. Recorded source timestamp is exact to the extraction plan; decoded frame may resolve to the nearest available video frame. Angle labels are approximate and require verifier confirmation before production use. Angle label status: approximate_from_rotation_sequence. Category: Head Template.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_head_010-front,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_010/CF27_XBOXUNKNOWN_RTG_HEAD_010_FRONT_video-002_81p96s.png,derivative,standardAngleDerivativeFrame,c8963b8f4b5a370e111b64d522f884185f8ed2689f2a3ecefa9e2acc661188df,1385065,image/png,video-002,81.96,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-head-template,CF27_XBOXUNKNOWN_RTG_HEAD_010,FRONT,2026-07-13T01:19:19.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame selected from the stable selected-label range using fast local seek. Recorded source timestamp is exact to the extraction plan; decoded frame may resolve to the nearest available video frame. Angle labels are approximate and require verifier confirmation before production use. Angle label status: approximate_from_rotation_sequence. Category: Head Template.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_head_010-left_3q,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_010/CF27_XBOXUNKNOWN_RTG_HEAD_010_LEFT_3Q_video-002_82p83s.png,derivative,standardAngleDerivativeFrame,dd60162371bdbc0afd4732047162b90703155e17edb198949d9dd88e776642bf,1175915,image/png,video-002,82.83,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-head-template,CF27_XBOXUNKNOWN_RTG_HEAD_010,LEFT_3Q,2026-07-13T01:19:19.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame selected from the stable selected-label range using fast local seek. Recorded source timestamp is exact to the extraction plan; decoded frame may resolve to the nearest available video frame. Angle labels are approximate and require verifier confirmation before production use. Angle label status: approximate_from_rotation_sequence. Category: Head Template.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_head_010-left_profile,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_010/CF27_XBOXUNKNOWN_RTG_HEAD_010_LEFT_PROFILE_video-002_83p71s.png,derivative,standardAngleDerivativeFrame,c6a60e27d064da3369f007d1e2330e1a8905cf660be5d10070f155fb22a5534e,1323820,image/png,video-002,83.71,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-head-template,CF27_XBOXUNKNOWN_RTG_HEAD_010,LEFT_PROFILE,2026-07-13T01:19:19.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame selected from the stable selected-label range using fast local seek. Recorded source timestamp is exact to the extraction plan; decoded frame may resolve to the nearest available video frame. Angle labels are approximate and require verifier confirmation before production use. Angle label status: approximate_from_rotation_sequence. Category: Head Template.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_head_010-menu,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_010/CF27_XBOXUNKNOWN_RTG_HEAD_010_MENU_video-002_81p52s.png,derivative,menuEvidenceFrame,54263393776dffc1d3820708db20c5405f80ead7d10de993db2ebabdd0a0df1e,1335601,image/png,video-002,81.52,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-head-template,CF27_XBOXUNKNOWN_RTG_HEAD_010,MENU,2026-07-13T01:19:19.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame selected from the stable selected-label range using fast local seek. Recorded source timestamp is exact to the extraction plan; decoded frame may resolve to the nearest available video frame. Angle labels are approximate and require verifier confirmation before production use. Angle label status: menu_evidence. Category: Head Template.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_head_010-rear,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_010/CF27_XBOXUNKNOWN_RTG_HEAD_010_REAR_video-002_84p58s.png,derivative,standardAngleDerivativeFrame,c8cf6488db53113c5e67d392436a327300fe4ac7de75c4920897a31229fcbd70,1205465,image/png,video-002,84.58,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-head-template,CF27_XBOXUNKNOWN_RTG_HEAD_010,REAR,2026-07-13T01:19:19.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame selected from the stable selected-label range using fast local seek. Recorded source timestamp is exact to the extraction plan; decoded frame may resolve to the nearest available video frame. Angle labels are approximate and require verifier confirmation before production use. Angle label status: approximate_from_rotation_sequence. Category: Head Template.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_head_010-right_3q,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_010/CF27_XBOXUNKNOWN_RTG_HEAD_010_RIGHT_3Q_video-002_86p34s.png,derivative,standardAngleDerivativeFrame,d58f305fe8c1398ea94c63fdd75e8189bfd13ffef84ac5680fa2b2b05b41c150,1376334,image/png,video-002,86.34,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-head-template,CF27_XBOXUNKNOWN_RTG_HEAD_010,RIGHT_3Q,2026-07-13T01:19:19.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame selected from the stable selected-label range using fast local seek. Recorded source timestamp is exact to the extraction plan; decoded frame may resolve to the nearest available video frame. Angle labels are approximate and require verifier confirmation before production use. Angle label status: approximate_from_rotation_sequence. Category: Head Template.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_head_010-right_profile,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_010/CF27_XBOXUNKNOWN_RTG_HEAD_010_RIGHT_PROFILE_video-002_85p46s.png,derivative,standardAngleDerivativeFrame,15ffd1f75c39e9c0c8537e001cfb2f72d1ccf311390769399e144070c3125bc0,1264922,image/png,video-002,85.46,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-head-template,CF27_XBOXUNKNOWN_RTG_HEAD_010,RIGHT_PROFILE,2026-07-13T01:19:19.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame selected from the stable selected-label range using fast local seek. Recorded source timestamp is exact to the extraction plan; decoded frame may resolve to the nearest available video frame. Angle labels are approximate and require verifier confirmation before production use. Angle label status: approximate_from_rotation_sequence. Category: Head Template.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_head_011-front,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_011/CF27_XBOXUNKNOWN_RTG_HEAD_011_FRONT_video-002_90p30s.png,derivative,standardAngleDerivativeFrame,379ce497a8b07ef0e8d391d8f3041593a88de3e048066aa7126db9f354692012,1356444,image/png,video-002,90.3,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-head-template,CF27_XBOXUNKNOWN_RTG_HEAD_011,FRONT,2026-07-13T01:19:19.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame selected from the stable selected-label range using fast local seek. Recorded source timestamp is exact to the extraction plan; decoded frame may resolve to the nearest available video frame. Angle labels are approximate and require verifier confirmation before production use. Angle label status: approximate_from_rotation_sequence. Category: Head Template.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_head_011-left_3q,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_011/CF27_XBOXUNKNOWN_RTG_HEAD_011_LEFT_3Q_video-002_90p81s.png,derivative,standardAngleDerivativeFrame,d5ea898888ebda22b93adf04abe10284396b130ecaffe9d7f7788e98762c9b1f,1443352,image/png,video-002,90.81,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-head-template,CF27_XBOXUNKNOWN_RTG_HEAD_011,LEFT_3Q,2026-07-13T01:19:19.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame selected from the stable selected-label range using fast local seek. Recorded source timestamp is exact to the extraction plan; decoded frame may resolve to the nearest available video frame. Angle labels are approximate and require verifier confirmation before production use. Angle label status: approximate_from_rotation_sequence. Category: Head Template.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_head_011-left_profile,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_011/CF27_XBOXUNKNOWN_RTG_HEAD_011_LEFT_PROFILE_video-002_91p33s.png,derivative,standardAngleDerivativeFrame,70645b1c171b2c2149520696e1f6ad9d9243733ddc55237d4df2ffd5ead4615e,1420603,image/png,video-002,91.33,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-head-template,CF27_XBOXUNKNOWN_RTG_HEAD_011,LEFT_PROFILE,2026-07-13T01:19:19.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame selected from the stable selected-label range using fast local seek. Recorded source timestamp is exact to the extraction plan; decoded frame may resolve to the nearest available video frame. Angle labels are approximate and require verifier confirmation before production use. Angle label status: approximate_from_rotation_sequence. Category: Head Template.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_head_011-menu,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_011/CF27_XBOXUNKNOWN_RTG_HEAD_011_MENU_video-002_90p04s.png,derivative,menuEvidenceFrame,b48aa746c0b0fd7c27e73b89aba0eba232543f22f2bc3be9174541acb2375103,1383894,image/png,video-002,90.04,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-head-template,CF27_XBOXUNKNOWN_RTG_HEAD_011,MENU,2026-07-13T01:19:19.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame selected from the stable selected-label range using fast local seek. Recorded source timestamp is exact to the extraction plan; decoded frame may resolve to the nearest available video frame. Angle labels are approximate and require verifier confirmation before production use. Angle label status: menu_evidence. Category: Head Template.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_head_011-rear,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_011/CF27_XBOXUNKNOWN_RTG_HEAD_011_REAR_video-002_91p84s.png,derivative,standardAngleDerivativeFrame,96210025d7c244cb005c02bba4a4d32f158bdeede16f3a99b4f49dbe281487db,1378211,image/png,video-002,91.84,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-head-template,CF27_XBOXUNKNOWN_RTG_HEAD_011,REAR,2026-07-13T01:19:19.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame selected from the stable selected-label range using fast local seek. Recorded source timestamp is exact to the extraction plan; decoded frame may resolve to the nearest available video frame. Angle labels are approximate and require verifier confirmation before production use. Angle label status: approximate_from_rotation_sequence. Category: Head Template.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_head_011-right_3q,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_011/CF27_XBOXUNKNOWN_RTG_HEAD_011_RIGHT_3Q_video-002_92p88s.png,derivative,standardAngleDerivativeFrame,b35a66b7742554852344c904aaef863008d15d89252299445f84748bb0adc9ae,1463795,image/png,video-002,92.88,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-head-template,CF27_XBOXUNKNOWN_RTG_HEAD_011,RIGHT_3Q,2026-07-13T01:19:19.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame selected from the stable selected-label range using fast local seek. Recorded source timestamp is exact to the extraction plan; decoded frame may resolve to the nearest available video frame. Angle labels are approximate and require verifier confirmation before production use. Angle label status: approximate_from_rotation_sequence. Category: Head Template.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_head_011-right_profile,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_011/CF27_XBOXUNKNOWN_RTG_HEAD_011_RIGHT_PROFILE_video-002_92p36s.png,derivative,standardAngleDerivativeFrame,36133e3186e4f2ecc3a201c46ad41dc6f93dd24aa356e8b3ebfeea8b6b3602a4,1361538,image/png,video-002,92.36,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-head-template,CF27_XBOXUNKNOWN_RTG_HEAD_011,RIGHT_PROFILE,2026-07-13T01:19:19.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame selected from the stable selected-label range using fast local seek. Recorded source timestamp is exact to the extraction plan; decoded frame may resolve to the nearest available video frame. Angle labels are approximate and require verifier confirmation before production use. Angle label status: approximate_from_rotation_sequence. Category: Head Template.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_head_012-front,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_012/CF27_XBOXUNKNOWN_RTG_HEAD_012_FRONT_video-002_96p30s.png,derivative,standardAngleDerivativeFrame,ca2d146c67d9660cdcdb5ed7b8582ece2425650f437dccd3a3e5542da3361418,1437783,image/png,video-002,96.3,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-head-template,CF27_XBOXUNKNOWN_RTG_HEAD_012,FRONT,2026-07-13T01:19:19.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame selected from the stable selected-label range using fast local seek. Recorded source timestamp is exact to the extraction plan; decoded frame may resolve to the nearest available video frame. Angle labels are approximate and require verifier confirmation before production use. Angle label status: approximate_from_rotation_sequence. Category: Head Template.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_head_012-left_3q,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_012/CF27_XBOXUNKNOWN_RTG_HEAD_012_LEFT_3Q_video-002_96p81s.png,derivative,standardAngleDerivativeFrame,c88a4423417567c2430cd58e4bd586effa07797523408f333abe3826bb373613,1301101,image/png,video-002,96.81,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-head-template,CF27_XBOXUNKNOWN_RTG_HEAD_012,LEFT_3Q,2026-07-13T01:19:19.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame selected from the stable selected-label range using fast local seek. Recorded source timestamp is exact to the extraction plan; decoded frame may resolve to the nearest available video frame. Angle labels are approximate and require verifier confirmation before production use. Angle label status: approximate_from_rotation_sequence. Category: Head Template.
