packageLabel,captureEventID,sourceFilename,beginningTimestamp,endingTimestamp,category,nativeOption,catalogCandidate,action,rotationOrMenuSelectionEvent,evidenceGenerated,issueDetected,retakeStatus,notes
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-004-tl-004,04_Skin_Tone.mp4,14,14,Skin Tone,Skin Tone 10,CF27_XBOXUNKNOWN_RTG_SKINTONE_010,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skintone_010-character_stable; evidence-frame-cf27_xboxunknown_rtg_skintone_010-menu; evidence-video-004-source-master,"{""code"":""candidateTimestampMismatch"",""severity"":""warning"",""message"":""Candidate identity was matched by label/video, but candidate evidence timestamps do not overlap this timeline event.""}",no_retake_recorded,Selected native Skin Tone label is directly readable; non-selected swatches in the grid are not indexed as selected options.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-004-tl-005,04_Skin_Tone.mp4,15,16,Skin Tone,Skin Tone 20,CF27_XBOXUNKNOWN_RTG_SKINTONE_020,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skintone_020-character_stable; evidence-frame-cf27_xboxunknown_rtg_skintone_020-menu; evidence-video-004-source-master,,no_retake_recorded,Selected native Skin Tone label is directly readable; non-selected swatches in the grid are not indexed as selected options.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-004-tl-006,04_Skin_Tone.mp4,17,19,Skin Tone,Skin Tone 19,CF27_XBOXUNKNOWN_RTG_SKINTONE_019,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skintone_019-character_stable; evidence-frame-cf27_xboxunknown_rtg_skintone_019-menu; evidence-video-004-source-master,,no_retake_recorded,Selected native Skin Tone label is directly readable; non-selected swatches in the grid are not indexed as selected options.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-004-tl-007,04_Skin_Tone.mp4,20,22,Skin Tone,Skin Tone 18,CF27_XBOXUNKNOWN_RTG_SKINTONE_018,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skintone_018-character_stable; evidence-frame-cf27_xboxunknown_rtg_skintone_018-menu; evidence-video-004-source-master,,no_retake_recorded,Selected native Skin Tone label is directly readable; non-selected swatches in the grid are not indexed as selected options.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-004-tl-008,04_Skin_Tone.mp4,23,24,Skin Tone,Skin Tone 21,CF27_XBOXUNKNOWN_RTG_SKINTONE_021,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skintone_021-character_stable; evidence-frame-cf27_xboxunknown_rtg_skintone_021-menu; evidence-video-004-source-master,,no_retake_recorded,Selected native Skin Tone label is directly readable; non-selected swatches in the grid are not indexed as selected options.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-004-tl-009,04_Skin_Tone.mp4,25,26,Skin Tone,Skin Tone 08,CF27_XBOXUNKNOWN_RTG_SKINTONE_008,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skintone_008-character_stable; evidence-frame-cf27_xboxunknown_rtg_skintone_008-menu; evidence-video-004-source-master,"{""code"":""candidateTimestampMismatch"",""severity"":""warning"",""message"":""Candidate identity was matched by label/video, but candidate evidence timestamps do not overlap this timeline event.""}",no_retake_recorded,Selected native Skin Tone label is directly readable; non-selected swatches in the grid are not indexed as selected options.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-004-tl-010,04_Skin_Tone.mp4,27,28,Skin Tone,Skin Tone 07,CF27_XBOXUNKNOWN_RTG_SKINTONE_007,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skintone_007-character_stable; evidence-frame-cf27_xboxunknown_rtg_skintone_007-menu; evidence-video-004-source-master,,no_retake_recorded,Selected native Skin Tone label is directly readable; non-selected swatches in the grid are not indexed as selected options.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-004-tl-011,04_Skin_Tone.mp4,29,30,Skin Tone,Skin Tone 06,CF27_XBOXUNKNOWN_RTG_SKINTONE_006,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skintone_006-character_stable; evidence-frame-cf27_xboxunknown_rtg_skintone_006-menu; evidence-video-004-source-master,"{""code"":""candidateTimestampMismatch"",""severity"":""warning"",""message"":""Candidate identity was matched by label/video, but candidate evidence timestamps do not overlap this timeline event.""}",no_retake_recorded,Selected native Skin Tone label is directly readable; non-selected swatches in the grid are not indexed as selected options.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-004-tl-012,04_Skin_Tone.mp4,31,32,Skin Tone,Skin Tone 29,,optionSelection,menu_selection,evidence-video-004-source-master,"{""code"":""selectedOptionWithoutCandidateRecord"",""severity"":""warning"",""message"":""A selected native option is logged, but no research-candidate catalog record currently exists for it.""}",not_recorded,Selected native Skin Tone label is directly readable; non-selected swatches in the grid are not indexed as selected options. No catalog candidate was created by this capture-log task.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-004-tl-013,04_Skin_Tone.mp4,33,34,Skin Tone,Skin Tone 24,CF27_XBOXUNKNOWN_RTG_SKINTONE_024,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skintone_024-character_stable; evidence-frame-cf27_xboxunknown_rtg_skintone_024-menu; evidence-video-004-source-master,,no_retake_recorded,Selected native Skin Tone label is directly readable; non-selected swatches in the grid are not indexed as selected options.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-004-tl-014,04_Skin_Tone.mp4,35,36,Skin Tone,Skin Tone 22,CF27_XBOXUNKNOWN_RTG_SKINTONE_022,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skintone_022-character_stable; evidence-frame-cf27_xboxunknown_rtg_skintone_022-menu; evidence-video-004-source-master,,no_retake_recorded,Selected native Skin Tone label is directly readable; non-selected swatches in the grid are not indexed as selected options.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-004-tl-015,04_Skin_Tone.mp4,37,38,Skin Tone,Skin Tone 17,CF27_XBOXUNKNOWN_RTG_SKINTONE_017,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skintone_017-character_stable; evidence-frame-cf27_xboxunknown_rtg_skintone_017-menu; evidence-video-004-source-master,,no_retake_recorded,Selected native Skin Tone label is directly readable; non-selected swatches in the grid are not indexed as selected options.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-004-tl-016,04_Skin_Tone.mp4,39,40,Skin Tone,Skin Tone 13,CF27_XBOXUNKNOWN_RTG_SKINTONE_013,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skintone_013-character_stable; evidence-frame-cf27_xboxunknown_rtg_skintone_013-menu; evidence-video-004-source-master,,no_retake_recorded,Selected native Skin Tone label is directly readable; non-selected swatches in the grid are not indexed as selected options.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-004-tl-017,04_Skin_Tone.mp4,41,42,Skin Tone,Skin Tone 10,CF27_XBOXUNKNOWN_RTG_SKINTONE_010,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skintone_010-character_stable; evidence-frame-cf27_xboxunknown_rtg_skintone_010-menu; evidence-video-004-source-master,,no_retake_recorded,Selected native Skin Tone label is directly readable; non-selected swatches in the grid are not indexed as selected options.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-004-tl-018,04_Skin_Tone.mp4,43,44,Skin Tone,Skin Tone 12,CF27_XBOXUNKNOWN_RTG_SKINTONE_012,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skintone_012-character_stable; evidence-frame-cf27_xboxunknown_rtg_skintone_012-menu; evidence-video-004-source-master,,no_retake_recorded,Selected native Skin Tone label is directly readable; non-selected swatches in the grid are not indexed as selected options.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-004-tl-019,04_Skin_Tone.mp4,45,46,Skin Tone,Skin Tone 01,CF27_XBOXUNKNOWN_RTG_SKINTONE_001,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skintone_001-character_stable; evidence-frame-cf27_xboxunknown_rtg_skintone_001-menu; evidence-video-004-source-master,,no_retake_recorded,Selected native Skin Tone label is directly readable; non-selected swatches in the grid are not indexed as selected options.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-004-tl-020,04_Skin_Tone.mp4,47,47,Skin Tone,Skin Tone 02,CF27_XBOXUNKNOWN_RTG_SKINTONE_002,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skintone_002-character_stable; evidence-frame-cf27_xboxunknown_rtg_skintone_002-menu; evidence-video-004-source-master,,no_retake_recorded,Selected native Skin Tone label is directly readable; non-selected swatches in the grid are not indexed as selected options.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-004-tl-021,04_Skin_Tone.mp4,48,49,Skin Tone,Skin Tone 03,CF27_XBOXUNKNOWN_RTG_SKINTONE_003,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skintone_003-character_stable; evidence-frame-cf27_xboxunknown_rtg_skintone_003-menu; evidence-video-004-source-master,,no_retake_recorded,Selected native Skin Tone label is directly readable; non-selected swatches in the grid are not indexed as selected options.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-004-tl-022,04_Skin_Tone.mp4,50,51,Skin Tone,Skin Tone 11,CF27_XBOXUNKNOWN_RTG_SKINTONE_011,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skintone_011-character_stable; evidence-frame-cf27_xboxunknown_rtg_skintone_011-menu; evidence-video-004-source-master,,no_retake_recorded,Selected native Skin Tone label is directly readable; non-selected swatches in the grid are not indexed as selected options.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-004-tl-023,04_Skin_Tone.mp4,52,53.82,Skin Tone,Skin Tone 23,CF27_XBOXUNKNOWN_RTG_SKINTONE_023,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skintone_023-character_stable; evidence-frame-cf27_xboxunknown_rtg_skintone_023-menu; evidence-video-004-source-master,"{""code"":""candidateTimestampMismatch"",""severity"":""warning"",""message"":""Candidate identity was matched by label/video, but candidate evidence timestamps do not overlap this timeline event.""}",no_retake_recorded,Selected native Skin Tone label is directly readable; non-selected swatches in the grid are not indexed as selected options.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-005-tl-001,05_Skin_Details.mp4,0,7,Head Template,,,loading,none,evidence-video-005-source-master,"{""code"":""characterLoading"",""severity"":""warning"",""message"":""Character or menu loading is visible during this timestamp range.""}",not_recorded,Navigation into Skin Details; prior Head Template and Skin Tone context is not indexed as newly selected appearance evidence.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-005-tl-002,05_Skin_Details.mp4,8,8,Skin Details,None,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_001,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skindetails_001-character_stable; evidence-frame-cf27_xboxunknown_rtg_skindetails_001-menu; evidence-video-005-source-master,,no_retake_recorded,Selected native Skin Details label is directly readable; neighboring thumbnail tiles are non-selected.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-005-tl-003,05_Skin_Details.mp4,9,10,Skin Details,Freckles 2,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_002,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skindetails_002-character_stable; evidence-frame-cf27_xboxunknown_rtg_skindetails_002-menu; evidence-video-005-source-master,,no_retake_recorded,Selected native Skin Details label is directly readable; neighboring thumbnail tiles are non-selected.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-005-tl-004,05_Skin_Details.mp4,11,14,Skin Details,Scar 3,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_003,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skindetails_003-character_stable; evidence-frame-cf27_xboxunknown_rtg_skindetails_003-menu; evidence-video-005-source-master,,no_retake_recorded,Selected native Skin Details label is directly readable; neighboring thumbnail tiles are non-selected.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-005-tl-005,05_Skin_Details.mp4,15,16,Skin Details,Scar 2,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_004,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skindetails_004-character_stable; evidence-frame-cf27_xboxunknown_rtg_skindetails_004-menu; evidence-video-005-source-master,,no_retake_recorded,Selected native Skin Details label is directly readable; neighboring thumbnail tiles are non-selected.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-005-tl-006,05_Skin_Details.mp4,17,18,Skin Details,Redness 2,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_008,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skindetails_008-character_stable; evidence-frame-cf27_xboxunknown_rtg_skindetails_008-menu; evidence-video-005-source-master,,no_retake_recorded,Selected native Skin Details label is directly readable; neighboring thumbnail tiles are non-selected.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-005-tl-007,05_Skin_Details.mp4,19,20,Skin Details,Redness 3,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_007,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skindetails_007-character_stable; evidence-frame-cf27_xboxunknown_rtg_skindetails_007-menu; evidence-video-005-source-master,,no_retake_recorded,Selected native Skin Details label is directly readable; neighboring thumbnail tiles are non-selected.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-005-tl-008,05_Skin_Details.mp4,21,22,Skin Details,Acne Scar 1,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_006,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skindetails_006-character_stable; evidence-frame-cf27_xboxunknown_rtg_skindetails_006-menu; evidence-video-005-source-master,,no_retake_recorded,Selected native Skin Details label is directly readable; neighboring thumbnail tiles are non-selected.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-005-tl-009,05_Skin_Details.mp4,23,24,Skin Details,Scar 1,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_005,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skindetails_005-character_stable; evidence-frame-cf27_xboxunknown_rtg_skindetails_005-menu; evidence-video-005-source-master,,no_retake_recorded,Selected native Skin Details label is directly readable; neighboring thumbnail tiles are non-selected.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-005-tl-010,05_Skin_Details.mp4,25,26,Skin Details,Redness 1,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_009,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skindetails_009-character_stable; evidence-frame-cf27_xboxunknown_rtg_skindetails_009-menu; evidence-video-005-source-master,,no_retake_recorded,Selected native Skin Details label is directly readable; neighboring thumbnail tiles are non-selected.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-005-tl-011,05_Skin_Details.mp4,27,31.72,Skin Details,Freckles 1,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_010,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_skindetails_010-character_stable; evidence-frame-cf27_xboxunknown_rtg_skindetails_010-menu; evidence-video-005-source-master,,no_retake_recorded,Selected native Skin Details label is directly readable; neighboring thumbnail tiles are non-selected.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-006-tl-001,06_Eye_Shape.mp4,0,13,Eye Shape,,,loading,none,evidence-video-006-source-master,"{""code"":""characterLoading"",""severity"":""warning"",""message"":""Character or menu loading is visible during this timestamp range.""}",not_recorded,Navigation through prior Head Template/Skin Tone/Skin Details context into Eye Shape; prior labels are not newly indexed as selected Eye Shape options.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-006-tl-002,06_Eye_Shape.mp4,14,14,Eye Shape,Almond,CF27_XBOXUNKNOWN_RTG_EYESHAPE_001,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_eyeshape_001-character_front; evidence-frame-cf27_xboxunknown_rtg_eyeshape_001-menu; evidence-video-006-source-master,,no_retake_recorded,Selected native Eye Shape label is directly readable; adjacent eye thumbnails are non-selected.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-006-tl-003,06_Eye_Shape.mp4,15,16,Eye Shape,None,CF27_XBOXUNKNOWN_RTG_EYESHAPE_002,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_eyeshape_002-character_front; evidence-frame-cf27_xboxunknown_rtg_eyeshape_002-menu; evidence-video-006-source-master,,no_retake_recorded,Selected native Eye Shape label is directly readable; adjacent eye thumbnails are non-selected.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-006-tl-004,06_Eye_Shape.mp4,17,18,Eye Shape,Prominent,CF27_XBOXUNKNOWN_RTG_EYESHAPE_003,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_eyeshape_003-character_front; evidence-frame-cf27_xboxunknown_rtg_eyeshape_003-menu; evidence-video-006-source-master,,no_retake_recorded,Selected native Eye Shape label is directly readable; adjacent eye thumbnails are non-selected.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-006-tl-005,06_Eye_Shape.mp4,19,19,Eye Shape,Monolid,CF27_XBOXUNKNOWN_RTG_EYESHAPE_004,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_eyeshape_004-character_front; evidence-frame-cf27_xboxunknown_rtg_eyeshape_004-menu; evidence-video-006-source-master,,no_retake_recorded,Selected native Eye Shape label is directly readable; adjacent eye thumbnails are non-selected.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-006-tl-006,06_Eye_Shape.mp4,20,24.93,Eye Shape,Hooded,CF27_XBOXUNKNOWN_RTG_EYESHAPE_005,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_eyeshape_005-character_front; evidence-frame-cf27_xboxunknown_rtg_eyeshape_005-menu; evidence-video-006-source-master,,no_retake_recorded,Selected native Eye Shape label is directly readable; adjacent eye thumbnails are non-selected.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-007-tl-001,07_Eye_Color.mp4,0,11,Eye Color,,,loading,none,evidence-video-007-source-master,"{""code"":""characterLoading"",""severity"":""warning"",""message"":""Character or menu loading is visible during this timestamp range.""}",not_recorded,Navigation through prior tabs before Eye Color; prior labels are context only.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-007-tl-002,07_Eye_Color.mp4,12,12,Eye Color,Light Blue,CF27_XBOXUNKNOWN_RTG_EYECOLOR_001,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_eyecolor_001-character_stable; evidence-frame-cf27_xboxunknown_rtg_eyecolor_001-menu_thumbnail_evidence; evidence-video-007-source-master,"{""code"":""candidateTimestampMismatch"",""severity"":""warning"",""message"":""Candidate identity was matched by label/video, but candidate evidence timestamps do not overlap this timeline event.""}",no_retake_recorded,Selected native Eye Color label is directly readable; neighboring eye thumbnails are non-selected.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-007-tl-003,07_Eye_Color.mp4,13,15,Eye Color,Light Brown,CF27_XBOXUNKNOWN_RTG_EYECOLOR_002,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_eyecolor_002-character_stable; evidence-frame-cf27_xboxunknown_rtg_eyecolor_002-menu_thumbnail_evidence; evidence-video-007-source-master,,no_retake_recorded,Selected native Eye Color label is directly readable; neighboring eye thumbnails are non-selected.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-007-tl-004,07_Eye_Color.mp4,16,17,Eye Color,Brown,CF27_XBOXUNKNOWN_RTG_EYECOLOR_003,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_eyecolor_003-character_stable; evidence-frame-cf27_xboxunknown_rtg_eyecolor_003-menu_thumbnail_evidence; evidence-video-007-source-master,,no_retake_recorded,Selected native Eye Color label is directly readable; neighboring eye thumbnails are non-selected.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-007-tl-005,07_Eye_Color.mp4,18,20,Eye Color,Blue,CF27_XBOXUNKNOWN_RTG_EYECOLOR_004,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_eyecolor_004-character_stable; evidence-frame-cf27_xboxunknown_rtg_eyecolor_004-menu_thumbnail_evidence; evidence-video-007-source-master,,no_retake_recorded,Selected native Eye Color label is directly readable; neighboring eye thumbnails are non-selected.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-007-tl-006,07_Eye_Color.mp4,21,22,Eye Color,Hazel,CF27_XBOXUNKNOWN_RTG_EYECOLOR_007,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_eyecolor_007-character_stable; evidence-frame-cf27_xboxunknown_rtg_eyecolor_007-menu_thumbnail_evidence; evidence-video-007-source-master,,no_retake_recorded,Selected native Eye Color label is directly readable; neighboring eye thumbnails are non-selected.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-007-tl-007,07_Eye_Color.mp4,23,24,Eye Color,Grey,CF27_XBOXUNKNOWN_RTG_EYECOLOR_006,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_eyecolor_006-character_stable; evidence-frame-cf27_xboxunknown_rtg_eyecolor_006-menu_thumbnail_evidence; evidence-video-007-source-master,,no_retake_recorded,Selected native Eye Color label is directly readable; neighboring eye thumbnails are non-selected.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-007-tl-008,07_Eye_Color.mp4,25,29.33,Eye Color,Light Green,CF27_XBOXUNKNOWN_RTG_EYECOLOR_005,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_eyecolor_005-character_stable; evidence-frame-cf27_xboxunknown_rtg_eyecolor_005-menu_thumbnail_evidence; evidence-video-007-source-master,,no_retake_recorded,Selected native Eye Color label is directly readable; neighboring eye thumbnails are non-selected.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-008-tl-001,08_Nose.mp4,0,13,Nose,,,loading,none,evidence-video-008-source-master,"{""code"":""characterLoading"",""severity"":""warning"",""message"":""Character or menu loading is visible during this timestamp range.""}",not_recorded,Navigation through prior tabs before Nose; prior labels are context only.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-008-tl-002,08_Nose.mp4,14,14,Nose,Aquiline,CF27_XBOXUNKNOWN_RTG_NOSE_005,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_nose_005-best_available_three_quarter; evidence-frame-cf27_xboxunknown_rtg_nose_005-front; evidence-frame-cf27_xboxunknown_rtg_nose_005-menu_evidence; evidence-video-008-source-master,,recapture_required_for_production_comparison,"Selected native Nose label is directly readable; neighboring nose thumbnails are non-selected. Recording is valid for selected label/order evidence but is not a standardized production comparison capture. No standardized live-character profile view is present. Front and three-quarter frames are best available full-screen derivatives, not controlled catalog capture frames. Game version, patch, and exact Xbox model remain unknown."
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-008-tl-003,08_Nose.mp4,15,15,Nose,None,CF27_XBOXUNKNOWN_RTG_NOSE_001,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_nose_001-best_available_three_quarter; evidence-frame-cf27_xboxunknown_rtg_nose_001-front; evidence-frame-cf27_xboxunknown_rtg_nose_001-menu_evidence; evidence-video-008-source-master,,recapture_required_for_production_comparison,"Selected native Nose label is directly readable; neighboring nose thumbnails are non-selected. Recording is valid for selected label/order evidence but is not a standardized production comparison capture. No standardized live-character profile view is present. Front and three-quarter frames are best available full-screen derivatives, not controlled catalog capture frames. Game version, patch, and exact Xbox model remain unknown."
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-008-tl-004,08_Nose.mp4,16,18,Nose,Hooked,CF27_XBOXUNKNOWN_RTG_NOSE_002,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_nose_002-best_available_three_quarter; evidence-frame-cf27_xboxunknown_rtg_nose_002-front; evidence-frame-cf27_xboxunknown_rtg_nose_002-menu_evidence; evidence-video-008-source-master,,recapture_required_for_production_comparison,"Selected native Nose label is directly readable; neighboring nose thumbnails are non-selected. Recording is valid for selected label/order evidence but is not a standardized production comparison capture. No standardized live-character profile view is present. Front and three-quarter frames are best available full-screen derivatives, not controlled catalog capture frames. Game version, patch, and exact Xbox model remain unknown."
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-008-tl-005,08_Nose.mp4,19,20,Nose,Button,CF27_XBOXUNKNOWN_RTG_NOSE_003,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_nose_003-best_available_three_quarter; evidence-frame-cf27_xboxunknown_rtg_nose_003-front; evidence-frame-cf27_xboxunknown_rtg_nose_003-menu_evidence; evidence-video-008-source-master,,recapture_required_for_production_comparison,"Selected native Nose label is directly readable; neighboring nose thumbnails are non-selected. Recording is valid for selected label/order evidence but is not a standardized production comparison capture. No standardized live-character profile view is present. Front and three-quarter frames are best available full-screen derivatives, not controlled catalog capture frames. Game version, patch, and exact Xbox model remain unknown."
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-008-tl-006,08_Nose.mp4,21,22,Nose,Nubian,CF27_XBOXUNKNOWN_RTG_NOSE_004,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_nose_004-best_available_three_quarter; evidence-frame-cf27_xboxunknown_rtg_nose_004-front; evidence-frame-cf27_xboxunknown_rtg_nose_004-menu_evidence; evidence-video-008-source-master,,recapture_required_for_production_comparison,"Selected native Nose label is directly readable; neighboring nose thumbnails are non-selected. Recording is valid for selected label/order evidence but is not a standardized production comparison capture. No standardized live-character profile view is present. Front and three-quarter frames are best available full-screen derivatives, not controlled catalog capture frames. Game version, patch, and exact Xbox model remain unknown."
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,capture-event-video-008-tl-007,08_Nose.mp4,23,24,Nose,Funnel,CF27_XBOXUNKNOWN_RTG_NOSE_007,optionSelection,menu_selection,evidence-frame-cf27_xboxunknown_rtg_nose_007-best_available_three_quarter; evidence-frame-cf27_xboxunknown_rtg_nose_007-front; evidence-frame-cf27_xboxunknown_rtg_nose_007-menu_evidence; evidence-video-008-source-master,,recapture_required_for_production_comparison,"Selected native Nose label is directly readable; neighboring nose thumbnails are non-selected. Recording is valid for selected label/order evidence but is not a standardized production comparison capture. No standardized live-character profile view is present. Front and three-quarter frames are best available full-screen derivatives, not controlled catalog capture frames. Game version, patch, and exact Xbox model remain unknown."
