timelineId,videoId,workingFilename,portableRelativeEvidencePath,startSeconds,endSeconds,eventTypes,menuHeading,selectedNativeOptionLabel,selectionState,visibleNonSelectedLabels,viewCoverage,characterLoading,stableVisualPeriod,rotationObserved,notificationOverlayObserved,motionBlurObserved,menuExitObserved,recordingGapObserved,inspectionBasis,notes
video-004-tl-021,video-004,04_Skin_Tone.mp4,OWNER_DOWNLOADS/03_Appearance_Skin_Tone.MP4,48.0,49.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,SKIN TONE,Skin Tone 03,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Skin Tone label is directly readable; non-selected swatches in the grid are not indexed as selected options.
video-004-tl-022,video-004,04_Skin_Tone.mp4,OWNER_DOWNLOADS/03_Appearance_Skin_Tone.MP4,50.0,51.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,SKIN TONE,Skin Tone 11,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Skin Tone label is directly readable; non-selected swatches in the grid are not indexed as selected options.
video-004-tl-023,video-004,04_Skin_Tone.mp4,OWNER_DOWNLOADS/03_Appearance_Skin_Tone.MP4,52.0,53.82,menu_headings|native_option_labels|option_changes|stable_visual_periods,SKIN TONE,Skin Tone 23,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Skin Tone label is directly readable; non-selected swatches in the grid are not indexed as selected options.
video-005-tl-001,video-005,05_Skin_Details.mp4,OWNER_DOWNLOADS/04_Appearance_Skin_Details.MP4,0.0,7.0,navigation_screens|menu_headings|character_loading_periods,Head & Skin / Head Template / Skin Tone navigation,,not_applicable,,menu,True,False,False,False,False,False,False,direct_1fps_contact_sheet,Navigation into Skin Details; prior Head Template and Skin Tone context is not indexed as newly selected appearance evidence.
video-005-tl-002,video-005,05_Skin_Details.mp4,OWNER_DOWNLOADS/04_Appearance_Skin_Details.MP4,8.0,8.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,SKIN DETAILS,None,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Skin Details label is directly readable; neighboring thumbnail tiles are non-selected.
video-005-tl-003,video-005,05_Skin_Details.mp4,OWNER_DOWNLOADS/04_Appearance_Skin_Details.MP4,9.0,10.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,SKIN DETAILS,Freckles 2,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Skin Details label is directly readable; neighboring thumbnail tiles are non-selected.
video-005-tl-004,video-005,05_Skin_Details.mp4,OWNER_DOWNLOADS/04_Appearance_Skin_Details.MP4,11.0,14.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,SKIN DETAILS,Scar 3,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Skin Details label is directly readable; neighboring thumbnail tiles are non-selected.
video-005-tl-005,video-005,05_Skin_Details.mp4,OWNER_DOWNLOADS/04_Appearance_Skin_Details.MP4,15.0,16.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,SKIN DETAILS,Scar 2,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Skin Details label is directly readable; neighboring thumbnail tiles are non-selected.
video-005-tl-006,video-005,05_Skin_Details.mp4,OWNER_DOWNLOADS/04_Appearance_Skin_Details.MP4,17.0,18.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,SKIN DETAILS,Redness 2,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Skin Details label is directly readable; neighboring thumbnail tiles are non-selected.
video-005-tl-007,video-005,05_Skin_Details.mp4,OWNER_DOWNLOADS/04_Appearance_Skin_Details.MP4,19.0,20.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,SKIN DETAILS,Redness 3,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Skin Details label is directly readable; neighboring thumbnail tiles are non-selected.
video-005-tl-008,video-005,05_Skin_Details.mp4,OWNER_DOWNLOADS/04_Appearance_Skin_Details.MP4,21.0,22.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,SKIN DETAILS,Acne Scar 1,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Skin Details label is directly readable; neighboring thumbnail tiles are non-selected.
video-005-tl-009,video-005,05_Skin_Details.mp4,OWNER_DOWNLOADS/04_Appearance_Skin_Details.MP4,23.0,24.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,SKIN DETAILS,Scar 1,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Skin Details label is directly readable; neighboring thumbnail tiles are non-selected.
video-005-tl-010,video-005,05_Skin_Details.mp4,OWNER_DOWNLOADS/04_Appearance_Skin_Details.MP4,25.0,26.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,SKIN DETAILS,Redness 1,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Skin Details label is directly readable; neighboring thumbnail tiles are non-selected.
video-005-tl-011,video-005,05_Skin_Details.mp4,OWNER_DOWNLOADS/04_Appearance_Skin_Details.MP4,27.0,31.72,menu_headings|native_option_labels|option_changes|stable_visual_periods,SKIN DETAILS,Freckles 1,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Skin Details label is directly readable; neighboring thumbnail tiles are non-selected.
video-006-tl-001,video-006,06_Eye_Shape.mp4,OWNER_DOWNLOADS/45926e39-7553-43b1-803a-6ddc787c63dd.MP4,0.0,13.0,navigation_screens|menu_headings|character_loading_periods,Head & Skin navigation toward Eye Shape,,not_applicable,,menu,True,False,False,False,False,False,False,direct_1fps_contact_sheet,Navigation through prior Head Template/Skin Tone/Skin Details context into Eye Shape; prior labels are not newly indexed as selected Eye Shape options.
video-006-tl-002,video-006,06_Eye_Shape.mp4,OWNER_DOWNLOADS/45926e39-7553-43b1-803a-6ddc787c63dd.MP4,14.0,14.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,EYE SHAPE,Almond,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Eye Shape label is directly readable; adjacent eye thumbnails are non-selected.
video-006-tl-003,video-006,06_Eye_Shape.mp4,OWNER_DOWNLOADS/45926e39-7553-43b1-803a-6ddc787c63dd.MP4,15.0,16.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,EYE SHAPE,None,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Eye Shape label is directly readable; adjacent eye thumbnails are non-selected.
video-006-tl-004,video-006,06_Eye_Shape.mp4,OWNER_DOWNLOADS/45926e39-7553-43b1-803a-6ddc787c63dd.MP4,17.0,18.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,EYE SHAPE,Prominent,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Eye Shape label is directly readable; adjacent eye thumbnails are non-selected.
video-006-tl-005,video-006,06_Eye_Shape.mp4,OWNER_DOWNLOADS/45926e39-7553-43b1-803a-6ddc787c63dd.MP4,19.0,19.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,EYE SHAPE,Monolid,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Eye Shape label is directly readable; adjacent eye thumbnails are non-selected.
video-006-tl-006,video-006,06_Eye_Shape.mp4,OWNER_DOWNLOADS/45926e39-7553-43b1-803a-6ddc787c63dd.MP4,20.0,24.93,menu_headings|native_option_labels|option_changes|stable_visual_periods,EYE SHAPE,Hooded,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Eye Shape label is directly readable; adjacent eye thumbnails are non-selected.
video-007-tl-001,video-007,07_Eye_Color.mp4,OWNER_DOWNLOADS/a1e6193d-625e-4880-8977-3a8c7670c336.MP4,0.0,11.0,navigation_screens|menu_headings|character_loading_periods,Head & Skin navigation toward Eye Color,,not_applicable,,menu,True,False,False,False,False,False,False,direct_1fps_contact_sheet,Navigation through prior tabs before Eye Color; prior labels are context only.
video-007-tl-002,video-007,07_Eye_Color.mp4,OWNER_DOWNLOADS/a1e6193d-625e-4880-8977-3a8c7670c336.MP4,12.0,12.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,EYE COLOR,Light Blue,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Eye Color label is directly readable; neighboring eye thumbnails are non-selected.
video-007-tl-003,video-007,07_Eye_Color.mp4,OWNER_DOWNLOADS/a1e6193d-625e-4880-8977-3a8c7670c336.MP4,13.0,15.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,EYE COLOR,Light Brown,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Eye Color label is directly readable; neighboring eye thumbnails are non-selected.
video-007-tl-004,video-007,07_Eye_Color.mp4,OWNER_DOWNLOADS/a1e6193d-625e-4880-8977-3a8c7670c336.MP4,16.0,17.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,EYE COLOR,Brown,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Eye Color label is directly readable; neighboring eye thumbnails are non-selected.
video-007-tl-005,video-007,07_Eye_Color.mp4,OWNER_DOWNLOADS/a1e6193d-625e-4880-8977-3a8c7670c336.MP4,18.0,20.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,EYE COLOR,Blue,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Eye Color label is directly readable; neighboring eye thumbnails are non-selected.
video-007-tl-006,video-007,07_Eye_Color.mp4,OWNER_DOWNLOADS/a1e6193d-625e-4880-8977-3a8c7670c336.MP4,21.0,22.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,EYE COLOR,Hazel,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Eye Color label is directly readable; neighboring eye thumbnails are non-selected.
video-007-tl-007,video-007,07_Eye_Color.mp4,OWNER_DOWNLOADS/a1e6193d-625e-4880-8977-3a8c7670c336.MP4,23.0,24.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,EYE COLOR,Grey,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Eye Color label is directly readable; neighboring eye thumbnails are non-selected.
video-007-tl-008,video-007,07_Eye_Color.mp4,OWNER_DOWNLOADS/a1e6193d-625e-4880-8977-3a8c7670c336.MP4,25.0,29.33,menu_headings|native_option_labels|option_changes|stable_visual_periods,EYE COLOR,Light Green,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Eye Color label is directly readable; neighboring eye thumbnails are non-selected.
video-008-tl-001,video-008,08_Nose.mp4,OWNER_DOWNLOADS/5bcd4869-531b-41bf-b643-5331f34cb3f3.MP4,0.0,13.0,navigation_screens|menu_headings|character_loading_periods,Head & Skin navigation toward Nose,,not_applicable,,menu,True,False,False,False,False,False,False,direct_1fps_contact_sheet,Navigation through prior tabs before Nose; prior labels are context only.
video-008-tl-002,video-008,08_Nose.mp4,OWNER_DOWNLOADS/5bcd4869-531b-41bf-b643-5331f34cb3f3.MP4,14.0,14.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,NOSE,Aquiline,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Nose label is directly readable; neighboring nose thumbnails are non-selected.
video-008-tl-003,video-008,08_Nose.mp4,OWNER_DOWNLOADS/5bcd4869-531b-41bf-b643-5331f34cb3f3.MP4,15.0,15.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,NOSE,None,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Nose label is directly readable; neighboring nose thumbnails are non-selected.
video-008-tl-004,video-008,08_Nose.mp4,OWNER_DOWNLOADS/5bcd4869-531b-41bf-b643-5331f34cb3f3.MP4,16.0,18.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,NOSE,Hooked,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Nose label is directly readable; neighboring nose thumbnails are non-selected.
video-008-tl-005,video-008,08_Nose.mp4,OWNER_DOWNLOADS/5bcd4869-531b-41bf-b643-5331f34cb3f3.MP4,19.0,20.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,NOSE,Button,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Nose label is directly readable; neighboring nose thumbnails are non-selected.
video-008-tl-006,video-008,08_Nose.mp4,OWNER_DOWNLOADS/5bcd4869-531b-41bf-b643-5331f34cb3f3.MP4,21.0,22.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,NOSE,Nubian,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Nose label is directly readable; neighboring nose thumbnails are non-selected.
video-008-tl-007,video-008,08_Nose.mp4,OWNER_DOWNLOADS/5bcd4869-531b-41bf-b643-5331f34cb3f3.MP4,23.0,24.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,NOSE,Funnel,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Nose label is directly readable; neighboring nose thumbnails are non-selected.
video-008-tl-008,video-008,08_Nose.mp4,OWNER_DOWNLOADS/5bcd4869-531b-41bf-b643-5331f34cb3f3.MP4,25.0,27.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,NOSE,Roman,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Nose label is directly readable; neighboring nose thumbnails are non-selected.
video-008-tl-009,video-008,08_Nose.mp4,OWNER_DOWNLOADS/5bcd4869-531b-41bf-b643-5331f34cb3f3.MP4,28.0,32.45,menu_headings|native_option_labels|option_changes|stable_visual_periods,NOSE,Aquiline,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Nose label is directly readable; neighboring nose thumbnails are non-selected.
video-009-tl-001,video-009,09_Ear_Shape.mp4,OWNER_DOWNLOADS/55b7d607-eefa-41a4-8635-1eedb5296ab0.MP4,0.0,15.0,navigation_screens|menu_headings|character_loading_periods,Head & Skin navigation toward Ear Shape,,not_applicable,,menu,True,False,False,False,False,False,False,direct_1fps_contact_sheet,Navigation through prior tabs before Ear Shape; prior labels are context only.
video-009-tl-002,video-009,09_Ear_Shape.mp4,OWNER_DOWNLOADS/55b7d607-eefa-41a4-8635-1eedb5296ab0.MP4,16.0,17.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,EAR SHAPE,None,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Ear Shape label is directly readable; neighboring ear thumbnails are non-selected.
video-009-tl-003,video-009,09_Ear_Shape.mp4,OWNER_DOWNLOADS/55b7d607-eefa-41a4-8635-1eedb5296ab0.MP4,18.0,20.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,EAR SHAPE,Attached Lobe,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Ear Shape label is directly readable; neighboring ear thumbnails are non-selected.
video-009-tl-004,video-009,09_Ear_Shape.mp4,OWNER_DOWNLOADS/55b7d607-eefa-41a4-8635-1eedb5296ab0.MP4,21.0,22.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,EAR SHAPE,None,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Ear Shape label is directly readable; neighboring ear thumbnails are non-selected.
video-009-tl-005,video-009,09_Ear_Shape.mp4,OWNER_DOWNLOADS/55b7d607-eefa-41a4-8635-1eedb5296ab0.MP4,23.0,25.0,menu_headings|native_option_labels|option_changes|stable_visual_periods,EAR SHAPE,Round Free Lobe,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Ear Shape label is directly readable; neighboring ear thumbnails are non-selected.
video-009-tl-006,video-009,09_Ear_Shape.mp4,OWNER_DOWNLOADS/55b7d607-eefa-41a4-8635-1eedb5296ab0.MP4,26.0,30.21,menu_headings|native_option_labels|option_changes|stable_visual_periods,EAR SHAPE,Pointed,deliberately_selected,,menu_grid,False,True,False,False,False,False,False,direct_1fps_contact_sheet,Selected native Ear Shape label is directly readable; neighboring ear thumbnails are non-selected.
