queue_id,candidate_id,game_id,category,suspected_native_label,review_status,production_status
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_STYLE_GROUP_LONG,FC26_RESEARCH_FC26_HAIR_STYLE_GROUP_LONG,ea-sports-fc-26,Hair Style group,Long,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_30,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_30,ea-sports-fc-26,Hair Style,Hair Style 30,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_504,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_504,ea-sports-fc-26,Hair Style,Hair Style 504,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_396,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_396,ea-sports-fc-26,Hair Style,Hair Style 396,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_392,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_392,ea-sports-fc-26,Hair Style,Hair Style 392,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_543,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_543,ea-sports-fc-26,Hair Style,Hair Style 543,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_93,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_93,ea-sports-fc-26,Hair Style,Hair Style 93,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_431,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_431,ea-sports-fc-26,Hair Style,Hair Style 431,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_65,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_65,ea-sports-fc-26,Hair Style,Hair Style 65,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_233,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_233,ea-sports-fc-26,Hair Style,Hair Style 233,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_184,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_184,ea-sports-fc-26,Hair Style,Hair Style 184,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_62,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_62,ea-sports-fc-26,Hair Style,Hair Style 62,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_285,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_285,ea-sports-fc-26,Hair Style,Hair Style 285,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_444,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_444,ea-sports-fc-26,Hair Style,Hair Style 444,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_32,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_32,ea-sports-fc-26,Hair Style,Hair Style 32,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_500,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_500,ea-sports-fc-26,Hair Style,Hair Style 500,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_421,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_421,ea-sports-fc-26,Hair Style,Hair Style 421,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_EYEBROW_FACIAL_HAIR_COLOUR_GOLDEN,FC26_RESEARCH_FC26_HAIR_EYEBROW_FACIAL_HAIR_COLOUR_GOLDEN,ea-sports-fc-26,Eyebrow & Facial Hair Colour,Golden,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_EYEBROW_FACIAL_HAIR_COLOUR_HONEY,FC26_RESEARCH_FC26_HAIR_EYEBROW_FACIAL_HAIR_COLOUR_HONEY,ea-sports-fc-26,Eyebrow & Facial Hair Colour,Honey,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_EYEBROW_FACIAL_HAIR_COLOUR_PINK,FC26_RESEARCH_FC26_HAIR_EYEBROW_FACIAL_HAIR_COLOUR_PINK,ea-sports-fc-26,Eyebrow & Facial Hair Colour,Pink,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_EYEBROW_FACIAL_HAIR_COLOUR_GREY,FC26_RESEARCH_FC26_HAIR_EYEBROW_FACIAL_HAIR_COLOUR_GREY,ea-sports-fc-26,Eyebrow & Facial Hair Colour,Grey,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_EYEBROW_FACIAL_HAIR_COLOUR_PERIWINKLE,FC26_RESEARCH_FC26_HAIR_EYEBROW_FACIAL_HAIR_COLOUR_PERIWINKLE,ea-sports-fc-26,Eyebrow & Facial Hair Colour,Periwinkle,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_EYEBROW_SHAPE_TOP_STRAIGHT,FC26_RESEARCH_FC26_HAIR_EYEBROW_SHAPE_TOP_STRAIGHT,ea-sports-fc-26,"Eyebrow shape selector, first row",Straight,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_EYEBROW_SHAPE_TOP_S_SHAPED,FC26_RESEARCH_FC26_HAIR_EYEBROW_SHAPE_TOP_S_SHAPED,ea-sports-fc-26,"Eyebrow shape selector, first row",'S' Shaped,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_EYEBROW_SHAPE_BOTTOM_LOW_ARCH,FC26_RESEARCH_FC26_HAIR_EYEBROW_SHAPE_BOTTOM_LOW_ARCH,ea-sports-fc-26,"Eyebrow shape selector, second row",Low Arch,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_FACIAL_HAIR_FACIAL_HAIR_288,FC26_RESEARCH_FC26_HAIR_FACIAL_HAIR_FACIAL_HAIR_288,ea-sports-fc-26,Facial Hair,Facial Hair 288,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_FACIAL_HAIR_FACIAL_HAIR_38,FC26_RESEARCH_FC26_HAIR_FACIAL_HAIR_FACIAL_HAIR_38,ea-sports-fc-26,Facial Hair,Facial Hair 38,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_FACIAL_HAIR_FACIAL_HAIR_37,FC26_RESEARCH_FC26_HAIR_FACIAL_HAIR_FACIAL_HAIR_37,ea-sports-fc-26,Facial Hair,Facial Hair 37,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_FACIAL_HAIR_FACIAL_HAIR_27,FC26_RESEARCH_FC26_HAIR_FACIAL_HAIR_FACIAL_HAIR_27,ea-sports-fc-26,Facial Hair,Facial Hair 27,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_FACIAL_HAIR_FACIAL_HAIR_285,FC26_RESEARCH_FC26_HAIR_FACIAL_HAIR_FACIAL_HAIR_285,ea-sports-fc-26,Facial Hair,Facial Hair 285,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_FACIAL_HAIR_FACIAL_HAIR_239,FC26_RESEARCH_FC26_HAIR_FACIAL_HAIR_FACIAL_HAIR_239,ea-sports-fc-26,Facial Hair,Facial Hair 239,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
PRIMARY_REVIEW_FC26_RESEARCH_FC26_HAIR_FACIAL_HAIR_FACIAL_HAIR_16,FC26_RESEARCH_FC26_HAIR_FACIAL_HAIR_FACIAL_HAIR_16,ea-sports-fc-26,Facial Hair,Facial Hair 16,READY_FOR_PRIMARY_REVIEW,NOT_PRODUCTION_DATA
