queue_id,candidate_id,primary_decision,review_status,production_status
SECOND_VERIFIER_FC26_RESEARCH_FC26_FACE_MOUTH_MOUTH_1001,FC26_RESEARCH_FC26_FACE_MOUTH_MOUTH_1001,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_FACE_MOUTH_MOUTH_170,FC26_RESEARCH_FC26_FACE_MOUTH_MOUTH_170,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_FACE_TEETH_TEETH_6,FC26_RESEARCH_FC26_FACE_TEETH_TEETH_6,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_FACE_TEETH_TEETH_2,FC26_RESEARCH_FC26_FACE_TEETH_TEETH_2,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_COLOUR_BLACK,FC26_RESEARCH_FC26_HAIR_COLOUR_BLACK,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_COLOUR_MEDIUM_BROWN,FC26_RESEARCH_FC26_HAIR_COLOUR_MEDIUM_BROWN,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_COLOUR_PASTEL_PINK,FC26_RESEARCH_FC26_HAIR_COLOUR_PASTEL_PINK,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_COLOUR_PINK,FC26_RESEARCH_FC26_HAIR_COLOUR_PINK,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_COLOUR_GREY,FC26_RESEARCH_FC26_HAIR_COLOUR_GREY,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_COLOUR_PERIWINKLE,FC26_RESEARCH_FC26_HAIR_COLOUR_PERIWINKLE,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_STYLE_GROUP_MEDIUM,FC26_RESEARCH_FC26_HAIR_STYLE_GROUP_MEDIUM,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_STYLE_GROUP_SHORT,FC26_RESEARCH_FC26_HAIR_STYLE_GROUP_SHORT,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_STYLE_GROUP_LONG,FC26_RESEARCH_FC26_HAIR_STYLE_GROUP_LONG,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_30,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_30,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_504,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_504,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_396,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_396,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_392,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_392,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_543,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_543,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_93,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_93,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_431,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_431,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_65,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_65,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_233,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_233,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_184,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_184,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_62,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_62,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_285,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_285,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_444,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_444,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_32,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_32,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_500,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_500,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_421,FC26_RESEARCH_FC26_HAIR_STYLE_HAIR_STYLE_421,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_EYEBROW_FACIAL_HAIR_COLOUR_GOLDEN,FC26_RESEARCH_FC26_HAIR_EYEBROW_FACIAL_HAIR_COLOUR_GOLDEN,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_EYEBROW_FACIAL_HAIR_COLOUR_HONEY,FC26_RESEARCH_FC26_HAIR_EYEBROW_FACIAL_HAIR_COLOUR_HONEY,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_EYEBROW_FACIAL_HAIR_COLOUR_PINK,FC26_RESEARCH_FC26_HAIR_EYEBROW_FACIAL_HAIR_COLOUR_PINK,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_EYEBROW_FACIAL_HAIR_COLOUR_GREY,FC26_RESEARCH_FC26_HAIR_EYEBROW_FACIAL_HAIR_COLOUR_GREY,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_EYEBROW_FACIAL_HAIR_COLOUR_PERIWINKLE,FC26_RESEARCH_FC26_HAIR_EYEBROW_FACIAL_HAIR_COLOUR_PERIWINKLE,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_EYEBROW_SHAPE_TOP_STRAIGHT,FC26_RESEARCH_FC26_HAIR_EYEBROW_SHAPE_TOP_STRAIGHT,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_EYEBROW_SHAPE_TOP_S_SHAPED,FC26_RESEARCH_FC26_HAIR_EYEBROW_SHAPE_TOP_S_SHAPED,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_EYEBROW_SHAPE_BOTTOM_LOW_ARCH,FC26_RESEARCH_FC26_HAIR_EYEBROW_SHAPE_BOTTOM_LOW_ARCH,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_FACIAL_HAIR_FACIAL_HAIR_288,FC26_RESEARCH_FC26_HAIR_FACIAL_HAIR_FACIAL_HAIR_288,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_FACIAL_HAIR_FACIAL_HAIR_38,FC26_RESEARCH_FC26_HAIR_FACIAL_HAIR_FACIAL_HAIR_38,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_FACIAL_HAIR_FACIAL_HAIR_37,FC26_RESEARCH_FC26_HAIR_FACIAL_HAIR_FACIAL_HAIR_37,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_FACIAL_HAIR_FACIAL_HAIR_27,FC26_RESEARCH_FC26_HAIR_FACIAL_HAIR_FACIAL_HAIR_27,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_FACIAL_HAIR_FACIAL_HAIR_285,FC26_RESEARCH_FC26_HAIR_FACIAL_HAIR_FACIAL_HAIR_285,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_FACIAL_HAIR_FACIAL_HAIR_239,FC26_RESEARCH_FC26_HAIR_FACIAL_HAIR_FACIAL_HAIR_239,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HAIR_FACIAL_HAIR_FACIAL_HAIR_16,FC26_RESEARCH_FC26_HAIR_FACIAL_HAIR_FACIAL_HAIR_16,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
