candidateID,game,platform,gameVersion,patch,mode,creationPath,category,nativeOptionLabel,nativeOptionIndex,nativeOrderClaim,primaryReviewStatus,verificationStatus,evidenceSupportState,evidenceSupportRationale,sourceVideoIDs,sourceVideoPaths,exactUsefulTimestamps,frontViewStatus,secondaryViewStatus,menuLabelVisibility,nativeOrderVisibility,boundaryVisibility,duplicateFlag,orderUnresolvedFlag,dependencyFlag,environmentVersionLimitation,framingLimitation,lightingLimitation,obstructionLimitation,evidenceConfidence,futureRecommendationConfidenceCap,userConfirmationRequired,eligibleForVerifierQueue,eligibleForProductionPromotion,eligibleForRecommendation,blockingReasons,exactVerifierAction,optionalFutureMediaImprovement,notes
CF27_XBOXUNKNOWN_RTG_HEAD_028,EA SPORTS College Football 27,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,Heads,Face 28,28,28,PRIMARY_APPROVED_WITH_NOTES,NOT_VERIFIED,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",phase0-video-003,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_027/CF27_XBOXUNKNOWN_RTG_HEAD_027_MENU_video-003_100p72s.png; 02_Appearance_Menu_Part_2.mp4.MOV,100-109,MISSING_FROM_CURRENT_DERIVATIVES,MISSING:LEFT_3Q|LEFT_PROFILE|RIGHT_3Q|RIGHT_PROFILE|REAR,VISIBLE,VISIBLE,PARTIAL,false,false,false,true,true,true,true,high,0.72,false,true,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,"Independently verify native label/index/order, source evidence, available views, and whether limitations require VERIFIED_WITH_NOTES or a blocking disagreement.",Optional post-launch media may improve angles/framing but is not required by default.,"Head category count/order is incomplete.; Current head footage is valid menu/order research evidence but requires standardized recapture for production comparison.; Eye black, hair/facial-hair state, zoom, framing, and final selector boundary are not production locked.; Supported with notes for verifier review only; not production or recommendation eligible.; Game version, patch, or environment metadata remains incomplete for production.; No Codex-created human verification decision is recorded."
CF27_XBOXUNKNOWN_RTG_HEAD_029,EA SPORTS College Football 27,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,Heads,Face 29,29,29,PRIMARY_APPROVED_WITH_NOTES,NOT_VERIFIED,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",phase0-video-003,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_029/CF27_XBOXUNKNOWN_RTG_HEAD_029_MENU_video-003_128p20s.png; 02_Appearance_Menu_Part_2.mp4.MOV,127-133.02,MISSING_FROM_CURRENT_DERIVATIVES,MISSING:LEFT_3Q|LEFT_PROFILE|RIGHT_3Q|RIGHT_PROFILE|REAR,VISIBLE,VISIBLE,PARTIAL,false,false,false,true,true,true,true,high,0.72,false,true,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,"Independently verify native label/index/order, source evidence, available views, and whether limitations require VERIFIED_WITH_NOTES or a blocking disagreement.",Optional post-launch media may improve angles/framing but is not required by default.,"Head category count/order is incomplete.; Current head footage is valid menu/order research evidence but requires standardized recapture for production comparison.; Eye black, hair/facial-hair state, zoom, framing, and final selector boundary are not production locked.; Supported with notes for verifier review only; not production or recommendation eligible.; Game version, patch, or environment metadata remains incomplete for production.; No Codex-created human verification decision is recorded."
CF27_XBOXUNKNOWN_RTG_HEAD_030,EA SPORTS College Football 27,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,Heads,Face 30,30,30,PRIMARY_APPROVED_WITH_NOTES,NOT_VERIFIED,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",phase0-video-003,data/phase-zero/derivative-frames/video-003-tl-014_03-head-templates-faces-12-29-mov_123s.png; 02_Appearance_Menu_Part_2.mp4.MOV,120-126,MISSING_FROM_CURRENT_DERIVATIVES,MISSING:LEFT_3Q|LEFT_PROFILE|RIGHT_3Q|RIGHT_PROFILE|REAR,VISIBLE,VISIBLE,PARTIAL,false,false,false,true,true,true,true,high,0.72,false,true,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,"Independently verify native label/index/order, source evidence, available views, and whether limitations require VERIFIED_WITH_NOTES or a blocking disagreement.",Optional post-launch media may improve angles/framing but is not required by default.,"Head category count/order is incomplete.; Current head footage is valid menu/order research evidence but requires standardized recapture for production comparison.; Eye black, hair/facial-hair state, zoom, framing, and final selector boundary are not production locked.; Supported with notes for verifier review only; not production or recommendation eligible.; Game version, patch, or environment metadata remains incomplete for production.; No Codex-created human verification decision is recorded."
CF27_XBOXUNKNOWN_RTG_HEAD_031,EA SPORTS College Football 27,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,Heads,Face 31,31,31,PRIMARY_APPROVED_WITH_NOTES,NOT_VERIFIED,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",phase0-video-003,data/phase-zero/derivative-frames/video-003-tl-013_03-head-templates-faces-12-29-mov_114p5s.png; 02_Appearance_Menu_Part_2.mp4.MOV,110-119,MISSING_FROM_CURRENT_DERIVATIVES,MISSING:LEFT_3Q|LEFT_PROFILE|RIGHT_3Q|RIGHT_PROFILE|REAR,VISIBLE,VISIBLE,PARTIAL,false,false,false,true,true,true,true,high,0.72,false,true,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,"Independently verify native label/index/order, source evidence, available views, and whether limitations require VERIFIED_WITH_NOTES or a blocking disagreement.",Optional post-launch media may improve angles/framing but is not required by default.,"Head category count/order is incomplete.; Current head footage is valid menu/order research evidence but requires standardized recapture for production comparison.; Eye black, hair/facial-hair state, zoom, framing, and final selector boundary are not production locked.; Supported with notes for verifier review only; not production or recommendation eligible.; Game version, patch, or environment metadata remains incomplete for production.; No Codex-created human verification decision is recorded."
CF27_XBOXUNKNOWN_RTG_JAWSHAPE_SQUARE,EA SPORTS College Football 27,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,Jaw Shape,Square,2,2,PRIMARY_APPROVED_WITH_NOTES,NOT_VERIFIED,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",CF27_XBOX_SOURCE_2026_08_02_001,data/phase-zero/derivative-frames/august-2026-source-recordings/CF27_XBOX_SOURCE_2026_08_02_001_tl_010_jaw_shape_225p5s.png; EA SPORTS™ College Football 27-2026_08_02-21_13_02.mp4,220-229,MISSING_FROM_CURRENT_DERIVATIVES,MISSING:LEFT_PROFILE|RIGHT_PROFILE,VISIBLE,VISIBLE,PARTIAL,false,false,false,true,true,true,false,high,0.72,false,true,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,"Independently verify native label/index/order, source evidence, available views, and whether limitations require VERIFIED_WITH_NOTES or a blocking disagreement.",Optional post-launch media may improve angles/framing but is not required by default.,"Directly selected native label is readable in the cited August 2026 frame.; Supplemental August 2026 intake observation is primary research only.; The selected native value is directly readable in the cited frame, but complete selector boundaries and second verification remain unresolved.; No supplemental record is eligible for production recommendations.; Supported with notes for verifier review only; not production or recommendation eligible.; Game version, patch, or environment metadata remains incomplete for production.; No Codex-created human verification decision is recorded."
CF27_XBOXUNKNOWN_RTG_MOUTHSHAPE_HEAVY,EA SPORTS College Football 27,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,Mouth Shape,Heavy,7,7,PRIMARY_APPROVED_WITH_NOTES,NOT_VERIFIED,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",CF27_XBOX_SOURCE_2026_08_02_001,data/phase-zero/derivative-frames/august-2026-source-recordings/CF27_XBOX_SOURCE_2026_08_02_001_tl_009_mouth_shape_215p5s.png; EA SPORTS™ College Football 27-2026_08_02-21_13_02.mp4,210-219,MISSING_FROM_CURRENT_DERIVATIVES,NOT_REQUIRED,VISIBLE,VISIBLE,PARTIAL,false,false,false,true,true,true,false,high,0.72,false,true,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,"Independently verify native label/index/order, source evidence, available views, and whether limitations require VERIFIED_WITH_NOTES or a blocking disagreement.",Optional post-launch media may improve angles/framing but is not required by default.,"Directly selected native label is readable in the cited August 2026 frame.; Supplemental August 2026 intake observation is primary research only.; The selected native value is directly readable in the cited frame, but complete selector boundaries and second verification remain unresolved.; No supplemental record is eligible for production recommendations.; Supported with notes for verifier review only; not production or recommendation eligible.; Game version, patch, or environment metadata remains incomplete for production.; No Codex-created human verification decision is recorded."
CF27_XBOXUNKNOWN_RTG_NOSE_001,EA SPORTS College Football 27,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,Nose,None,1,1,PRIMARY_APPROVED_WITH_NOTES,NOT_VERIFIED,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",phase0-video-008,data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_001/CF27_XBOXUNKNOWN_RTG_NOSE_001_MENU_EVIDENCE_video-008_15p00s.png; 352537,15-15,MISSING_FROM_CURRENT_DERIVATIVES,MISSING:LEFT_PROFILE|RIGHT_PROFILE,VISIBLE,VISIBLE,NOT_VISIBLE,false,false,false,true,false,true,false,high,0.72,false,true,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-nose-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE; COVERAGE:INCOMPLETE_EVIDENCE,"Independently verify native label/index/order, source evidence, available views, and whether limitations require VERIFIED_WITH_NOTES or a blocking disagreement.",Optional post-launch media may improve angles/framing but is not required by default.,"Nose selector boundaries, default, wrap behavior, and total count are not fully proven.; Current evidence is primary research only and not standardized for production comparison.; Second-person verification has not occurred.; Supported with notes for verifier review only; not production or recommendation eligible.; Game version, patch, or environment metadata remains incomplete for production.; No Codex-created human verification decision is recorded."
CF27_XBOXUNKNOWN_RTG_NOSE_002,EA SPORTS College Football 27,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,Nose,Hooked,2,2,PRIMARY_APPROVED_WITH_NOTES,NOT_VERIFIED,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",phase0-video-008,data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_002/CF27_XBOXUNKNOWN_RTG_NOSE_002_MENU_EVIDENCE_video-008_17p00s.png; 352537,16-18,MISSING_FROM_CURRENT_DERIVATIVES,MISSING:LEFT_PROFILE|RIGHT_PROFILE,VISIBLE,VISIBLE,NOT_VISIBLE,false,false,false,true,false,true,false,high,0.72,false,true,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-nose-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE; COVERAGE:INCOMPLETE_EVIDENCE,"Independently verify native label/index/order, source evidence, available views, and whether limitations require VERIFIED_WITH_NOTES or a blocking disagreement.",Optional post-launch media may improve angles/framing but is not required by default.,"Nose selector boundaries, default, wrap behavior, and total count are not fully proven.; Current evidence is primary research only and not standardized for production comparison.; Second-person verification has not occurred.; Supported with notes for verifier review only; not production or recommendation eligible.; Game version, patch, or environment metadata remains incomplete for production.; No Codex-created human verification decision is recorded."
CF27_XBOXUNKNOWN_RTG_NOSE_003,EA SPORTS College Football 27,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,Nose,Button,3,3,PRIMARY_APPROVED_WITH_NOTES,NOT_VERIFIED,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",phase0-video-008,data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_003/CF27_XBOXUNKNOWN_RTG_NOSE_003_MENU_EVIDENCE_video-008_19p00s.png; 352537,19-20,MISSING_FROM_CURRENT_DERIVATIVES,MISSING:LEFT_PROFILE|RIGHT_PROFILE,VISIBLE,VISIBLE,NOT_VISIBLE,false,false,false,true,false,true,false,high,0.72,false,true,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-nose-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE; COVERAGE:INCOMPLETE_EVIDENCE,"Independently verify native label/index/order, source evidence, available views, and whether limitations require VERIFIED_WITH_NOTES or a blocking disagreement.",Optional post-launch media may improve angles/framing but is not required by default.,"Nose selector boundaries, default, wrap behavior, and total count are not fully proven.; Current evidence is primary research only and not standardized for production comparison.; Second-person verification has not occurred.; Supported with notes for verifier review only; not production or recommendation eligible.; Game version, patch, or environment metadata remains incomplete for production.; No Codex-created human verification decision is recorded."
CF27_XBOXUNKNOWN_RTG_NOSE_004,EA SPORTS College Football 27,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,Nose,Nubian,4,4,PRIMARY_APPROVED_WITH_NOTES,NOT_VERIFIED,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",phase0-video-008,data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_004/CF27_XBOXUNKNOWN_RTG_NOSE_004_MENU_EVIDENCE_video-008_21p00s.png; 352537,21-22,MISSING_FROM_CURRENT_DERIVATIVES,MISSING:LEFT_PROFILE|RIGHT_PROFILE,VISIBLE,VISIBLE,NOT_VISIBLE,false,false,false,true,false,true,false,high,0.72,false,true,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-nose-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE; COVERAGE:INCOMPLETE_EVIDENCE,"Independently verify native label/index/order, source evidence, available views, and whether limitations require VERIFIED_WITH_NOTES or a blocking disagreement.",Optional post-launch media may improve angles/framing but is not required by default.,"Nose selector boundaries, default, wrap behavior, and total count are not fully proven.; Current evidence is primary research only and not standardized for production comparison.; Second-person verification has not occurred.; Supported with notes for verifier review only; not production or recommendation eligible.; Game version, patch, or environment metadata remains incomplete for production.; No Codex-created human verification decision is recorded."
CF27_XBOXUNKNOWN_RTG_NOSE_005,EA SPORTS College Football 27,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,Nose,Aquiline,5,5,DUPLICATE_REVIEW_REQUIRED,NOT_VERIFIED,LIMITED_EVIDENCE,Duplicate or near-duplicate concern remains unresolved; the record is preserved for explicit verifier disposition but excluded from the initial supported subset.,phase0-video-008,data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_005/CF27_XBOXUNKNOWN_RTG_NOSE_005_BEST_AVAILABLE_THREE_QUARTER_video-008_14p00s.png; data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_005/CF27_XBOXUNKNOWN_RTG_NOSE_005_MENU_EVIDENCE_video-008_29p00s.png; 352537,14-14,MISSING_FROM_CURRENT_DERIVATIVES,MISSING:LEFT_PROFILE|RIGHT_PROFILE,VISIBLE,VISIBLE,NOT_VISIBLE,true,false,false,true,false,true,false,medium,0.25,false,false,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; DUPLICATE_REVIEW_REQUIRED; ISSUE:issue-phase0-appearance-control-nose-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-duplicate-observations; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE; COVERAGE:INCOMPLETE_EVIDENCE; NOT_IN_SUPPORTED_SUBSET,"Review duplicate relationship and decide whether this is a distinct native option, duplicate observation, or mismatch.","Optional post-launch media or user feedback may improve this record, but additional Wyatt recording is not a default initial-launch blocker.","Nose selector boundaries, default, wrap behavior, and total count are not fully proven.; Current evidence is primary research only and not standardized for production comparison.; Second-person verification has not occurred.; Limited evidence record remains internal/review-only and is excluded from the initial supported subset.; Duplicate or near-duplicate concern is preserved and must not be resolved silently.; Game version, patch, or environment metadata remains incomplete for production.; No Codex-created human verification decision is recorded."
CF27_XBOXUNKNOWN_RTG_NOSE_006,EA SPORTS College Football 27,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,Nose,Roman,6,6,PRIMARY_APPROVED_WITH_NOTES,NOT_VERIFIED,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",phase0-video-008,data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_006/CF27_XBOXUNKNOWN_RTG_NOSE_006_MENU_EVIDENCE_video-008_26p00s.png; 352537,25-27,MISSING_FROM_CURRENT_DERIVATIVES,MISSING:LEFT_PROFILE|RIGHT_PROFILE,VISIBLE,VISIBLE,NOT_VISIBLE,false,false,false,true,false,true,false,high,0.72,false,true,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-nose-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE; COVERAGE:INCOMPLETE_EVIDENCE,"Independently verify native label/index/order, source evidence, available views, and whether limitations require VERIFIED_WITH_NOTES or a blocking disagreement.",Optional post-launch media may improve angles/framing but is not required by default.,"Nose selector boundaries, default, wrap behavior, and total count are not fully proven.; Current evidence is primary research only and not standardized for production comparison.; Second-person verification has not occurred.; Supported with notes for verifier review only; not production or recommendation eligible.; Game version, patch, or environment metadata remains incomplete for production.; No Codex-created human verification decision is recorded."
CF27_XBOXUNKNOWN_RTG_NOSE_007,EA SPORTS College Football 27,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,Nose,Funnel,7,7,PRIMARY_APPROVED_WITH_NOTES,NOT_VERIFIED,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",phase0-video-008,data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_007/CF27_XBOXUNKNOWN_RTG_NOSE_007_MENU_EVIDENCE_video-008_23p00s.png; 352537,23-24,MISSING_FROM_CURRENT_DERIVATIVES,MISSING:LEFT_PROFILE|RIGHT_PROFILE,VISIBLE,VISIBLE,NOT_VISIBLE,false,false,false,true,false,true,false,high,0.72,false,true,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-nose-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE; COVERAGE:INCOMPLETE_EVIDENCE,"Independently verify native label/index/order, source evidence, available views, and whether limitations require VERIFIED_WITH_NOTES or a blocking disagreement.",Optional post-launch media may improve angles/framing but is not required by default.,"Nose selector boundaries, default, wrap behavior, and total count are not fully proven.; Current evidence is primary research only and not standardized for production comparison.; Second-person verification has not occurred.; Supported with notes for verifier review only; not production or recommendation eligible.; Game version, patch, or environment metadata remains incomplete for production.; No Codex-created human verification decision is recorded."
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_001,EA SPORTS College Football 27,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,Skin Details,None,1,1,PRIMARY_APPROVED_WITH_NOTES,NOT_VERIFIED,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",phase0-video-005,data/research/cf27/generated/full-resolution-frames/skin-details-options-001-010/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_001/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_001_MENU_video-005_8p00s.png; 04_Appearance_Skin_Details.MP4,8-8,MISSING_FROM_CURRENT_DERIVATIVES,NOT_REQUIRED,VISIBLE,VISIBLE,NOT_VISIBLE,false,false,false,true,false,true,false,high,0.55,true,true,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-details-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,Independently verify native label/index/order and evidence references; confirm the record should remain user-confirmation-required if approved later.,Optional post-launch media may improve color/detail confidence but is not required by default.,"Skin Details selector boundaries, default, wrap behavior, and total count are not fully proven.; Current evidence is primary research only and not standardized for production comparison.; Second-person verification has not occurred.; May support guided build instructions after later verification, but must not be used as a high-confidence geometry match.; Game version, patch, or environment metadata remains incomplete for production.; No Codex-created human verification decision is recorded."
