queue_record_id,stable_candidate_id,category,native_option_label_or_index,native_order,platform,game_version,patch,mode,creation_path,environment_id,primary_review_status,evidence_completeness_status,evidence_ids,source_videos,source_timestamps,required_views,available_views,missing_views,framing_consistency_result,lighting_consistency_result,canonical_settings_consistency_result,duplicate_or_near_duplicate_flag,dependency_flag,version_or_environment_gap,recommended_verifier_action,recommended_recapture_action,current_production_eligibility,blocking_reasons,second_verifier_status,catalog_manager_disposition
cf27-production-verification-cf27-xboxunknown-rtg-head-001,CF27_XBOXUNKNOWN_RTG_HEAD_001,Heads,Face 1,1,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,env-cf27-phase0-video-001-rtg-custom-qb,PRIMARY_APPROVED_WITH_NOTES,EVIDENCE_LINKED,phase0-frame-video-002-tl-004,phase0-video-002,10-19,MENU;FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,MENU,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,FAIL,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,FAIL,false,false,true,INDEPENDENTLY_REVIEW_EVIDENCE_AFTER_BLIND_COUNTS,"issue-phase0-primary-review-category-incomplete: Follow the Wyatt recapture instructions generated for this primary-review checkpoint. | issue-phase0-primary-review-environment-unresolved: Capture only non-secret game/console environment screens. Do not include account credentials, payment screens, serial numbers, or private profile details.",NOT_ELIGIBLE,NOT_SECOND_VERIFIED;NO_CATALOG_MANAGER_APPROVAL;NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE;ENVIRONMENT_UNRESOLVED;CATEGORY_INCOMPLETE;RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON;ISSUE:issue-phase0-primary-review-category-incomplete;ISSUE:issue-phase0-primary-review-environment-unresolved;MISSING_REQUIRED_VIEWS,NOT_VERIFIED,NOT_REVIEWED
cf27-production-verification-cf27-xboxunknown-rtg-head-002,CF27_XBOXUNKNOWN_RTG_HEAD_002,Heads,Face 2,2,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,env-cf27-phase0-video-001-rtg-custom-qb,PRIMARY_APPROVED_WITH_NOTES,EVIDENCE_LINKED,phase0-frame-video-002-tl-005,phase0-video-002,20-28,MENU;FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,MENU,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,FAIL,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,FAIL,false,false,true,INDEPENDENTLY_REVIEW_EVIDENCE_AFTER_BLIND_COUNTS,"issue-phase0-primary-review-category-incomplete: Follow the Wyatt recapture instructions generated for this primary-review checkpoint. | issue-phase0-primary-review-environment-unresolved: Capture only non-secret game/console environment screens. Do not include account credentials, payment screens, serial numbers, or private profile details.",NOT_ELIGIBLE,NOT_SECOND_VERIFIED;NO_CATALOG_MANAGER_APPROVAL;NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE;ENVIRONMENT_UNRESOLVED;CATEGORY_INCOMPLETE;RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON;ISSUE:issue-phase0-primary-review-category-incomplete;ISSUE:issue-phase0-primary-review-environment-unresolved;MISSING_REQUIRED_VIEWS,NOT_VERIFIED,NOT_REVIEWED
cf27-production-verification-cf27-xboxunknown-rtg-head-003,CF27_XBOXUNKNOWN_RTG_HEAD_003,Heads,Face 3,3,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,env-cf27-phase0-video-001-rtg-custom-qb,PRIMARY_APPROVED_WITH_NOTES,EVIDENCE_LINKED,phase0-frame-video-002-tl-006,phase0-video-002,29-38,MENU;FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,MENU,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,FAIL,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,FAIL,false,false,true,INDEPENDENTLY_REVIEW_EVIDENCE_AFTER_BLIND_COUNTS,"issue-phase0-primary-review-category-incomplete: Follow the Wyatt recapture instructions generated for this primary-review checkpoint. | issue-phase0-primary-review-environment-unresolved: Capture only non-secret game/console environment screens. Do not include account credentials, payment screens, serial numbers, or private profile details.",NOT_ELIGIBLE,NOT_SECOND_VERIFIED;NO_CATALOG_MANAGER_APPROVAL;NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE;ENVIRONMENT_UNRESOLVED;CATEGORY_INCOMPLETE;RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON;ISSUE:issue-phase0-primary-review-category-incomplete;ISSUE:issue-phase0-primary-review-environment-unresolved;MISSING_REQUIRED_VIEWS,NOT_VERIFIED,NOT_REVIEWED
cf27-production-verification-cf27-xboxunknown-rtg-head-004,CF27_XBOXUNKNOWN_RTG_HEAD_004,Heads,Face 4,4,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,env-cf27-phase0-video-001-rtg-custom-qb,PRIMARY_APPROVED_WITH_NOTES,EVIDENCE_LINKED,phase0-frame-video-002-tl-007,phase0-video-002,39-48,MENU;FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,MENU,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,FAIL,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,FAIL,false,false,true,INDEPENDENTLY_REVIEW_EVIDENCE_AFTER_BLIND_COUNTS,"issue-phase0-primary-review-category-incomplete: Follow the Wyatt recapture instructions generated for this primary-review checkpoint. | issue-phase0-primary-review-environment-unresolved: Capture only non-secret game/console environment screens. Do not include account credentials, payment screens, serial numbers, or private profile details.",NOT_ELIGIBLE,NOT_SECOND_VERIFIED;NO_CATALOG_MANAGER_APPROVAL;NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE;ENVIRONMENT_UNRESOLVED;CATEGORY_INCOMPLETE;RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON;ISSUE:issue-phase0-primary-review-category-incomplete;ISSUE:issue-phase0-primary-review-environment-unresolved;MISSING_REQUIRED_VIEWS,NOT_VERIFIED,NOT_REVIEWED
cf27-production-verification-cf27-xboxunknown-rtg-head-005,CF27_XBOXUNKNOWN_RTG_HEAD_005,Heads,Face 5,5,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,env-cf27-phase0-video-001-rtg-custom-qb,PRIMARY_APPROVED_WITH_NOTES,EVIDENCE_LINKED,phase0-frame-video-002-tl-011,phase0-video-002,69-74,MENU;FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,MENU,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,FAIL,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,FAIL,false,false,true,INDEPENDENTLY_REVIEW_EVIDENCE_AFTER_BLIND_COUNTS,"issue-phase0-primary-review-category-incomplete: Follow the Wyatt recapture instructions generated for this primary-review checkpoint. | issue-phase0-primary-review-environment-unresolved: Capture only non-secret game/console environment screens. Do not include account credentials, payment screens, serial numbers, or private profile details.",NOT_ELIGIBLE,NOT_SECOND_VERIFIED;NO_CATALOG_MANAGER_APPROVAL;NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE;ENVIRONMENT_UNRESOLVED;CATEGORY_INCOMPLETE;RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON;ISSUE:issue-phase0-primary-review-category-incomplete;ISSUE:issue-phase0-primary-review-environment-unresolved;MISSING_REQUIRED_VIEWS,NOT_VERIFIED,NOT_REVIEWED
cf27-production-verification-cf27-xboxunknown-rtg-head-006,CF27_XBOXUNKNOWN_RTG_HEAD_006,Heads,Face 6,6,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,env-cf27-phase0-video-001-rtg-custom-qb,PRIMARY_APPROVED_WITH_NOTES,EVIDENCE_LINKED,phase0-frame-video-002-tl-010,phase0-video-002,60-68,MENU;FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,MENU,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,FAIL,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,FAIL,false,false,true,INDEPENDENTLY_REVIEW_EVIDENCE_AFTER_BLIND_COUNTS,"issue-phase0-primary-review-category-incomplete: Follow the Wyatt recapture instructions generated for this primary-review checkpoint. | issue-phase0-primary-review-environment-unresolved: Capture only non-secret game/console environment screens. Do not include account credentials, payment screens, serial numbers, or private profile details.",NOT_ELIGIBLE,NOT_SECOND_VERIFIED;NO_CATALOG_MANAGER_APPROVAL;NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE;ENVIRONMENT_UNRESOLVED;CATEGORY_INCOMPLETE;RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON;ISSUE:issue-phase0-primary-review-category-incomplete;ISSUE:issue-phase0-primary-review-environment-unresolved;MISSING_REQUIRED_VIEWS,NOT_VERIFIED,NOT_REVIEWED
cf27-production-verification-cf27-xboxunknown-rtg-head-007,CF27_XBOXUNKNOWN_RTG_HEAD_007,Heads,Face 7,7,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,env-cf27-phase0-video-001-rtg-custom-qb,PRIMARY_APPROVED_WITH_NOTES,EVIDENCE_LINKED,phase0-frame-video-002-tl-009,phase0-video-002,54-59,MENU;FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,MENU,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,FAIL,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,FAIL,false,false,true,INDEPENDENTLY_REVIEW_EVIDENCE_AFTER_BLIND_COUNTS,"issue-phase0-primary-review-category-incomplete: Follow the Wyatt recapture instructions generated for this primary-review checkpoint. | issue-phase0-primary-review-environment-unresolved: Capture only non-secret game/console environment screens. Do not include account credentials, payment screens, serial numbers, or private profile details.",NOT_ELIGIBLE,NOT_SECOND_VERIFIED;NO_CATALOG_MANAGER_APPROVAL;NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE;ENVIRONMENT_UNRESOLVED;CATEGORY_INCOMPLETE;RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON;ISSUE:issue-phase0-primary-review-category-incomplete;ISSUE:issue-phase0-primary-review-environment-unresolved;MISSING_REQUIRED_VIEWS,NOT_VERIFIED,NOT_REVIEWED
cf27-production-verification-cf27-xboxunknown-rtg-head-008,CF27_XBOXUNKNOWN_RTG_HEAD_008,Heads,Face 8,8,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,env-cf27-phase0-video-001-rtg-custom-qb,PRIMARY_APPROVED_WITH_NOTES,EVIDENCE_LINKED,phase0-frame-video-002-tl-008,phase0-video-002,49-53,MENU;FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,MENU,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,FAIL,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,FAIL,false,false,true,INDEPENDENTLY_REVIEW_EVIDENCE_AFTER_BLIND_COUNTS,"issue-phase0-primary-review-category-incomplete: Follow the Wyatt recapture instructions generated for this primary-review checkpoint. | issue-phase0-primary-review-environment-unresolved: Capture only non-secret game/console environment screens. Do not include account credentials, payment screens, serial numbers, or private profile details.",NOT_ELIGIBLE,NOT_SECOND_VERIFIED;NO_CATALOG_MANAGER_APPROVAL;NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE;ENVIRONMENT_UNRESOLVED;CATEGORY_INCOMPLETE;RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON;ISSUE:issue-phase0-primary-review-category-incomplete;ISSUE:issue-phase0-primary-review-environment-unresolved;MISSING_REQUIRED_VIEWS,NOT_VERIFIED,NOT_REVIEWED
cf27-production-verification-cf27-xboxunknown-rtg-head-009,CF27_XBOXUNKNOWN_RTG_HEAD_009,Heads,Face 9,9,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,env-cf27-phase0-video-001-rtg-custom-qb,PRIMARY_APPROVED_WITH_NOTES,EVIDENCE_LINKED,phase0-frame-video-002-tl-012,phase0-video-002,75-79,MENU;FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,MENU,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,FAIL,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,FAIL,false,false,true,INDEPENDENTLY_REVIEW_EVIDENCE_AFTER_BLIND_COUNTS,"issue-phase0-primary-review-category-incomplete: Follow the Wyatt recapture instructions generated for this primary-review checkpoint. | issue-phase0-primary-review-environment-unresolved: Capture only non-secret game/console environment screens. Do not include account credentials, payment screens, serial numbers, or private profile details.",NOT_ELIGIBLE,NOT_SECOND_VERIFIED;NO_CATALOG_MANAGER_APPROVAL;NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE;ENVIRONMENT_UNRESOLVED;CATEGORY_INCOMPLETE;RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON;ISSUE:issue-phase0-primary-review-category-incomplete;ISSUE:issue-phase0-primary-review-environment-unresolved;MISSING_REQUIRED_VIEWS,NOT_VERIFIED,NOT_REVIEWED
cf27-production-verification-cf27-xboxunknown-rtg-head-010,CF27_XBOXUNKNOWN_RTG_HEAD_010,Heads,Face 10,10,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,env-cf27-phase0-video-001-rtg-custom-qb,PRIMARY_APPROVED_WITH_NOTES,EVIDENCE_LINKED,phase0-frame-video-002-tl-013,phase0-video-002,80-88,MENU;FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,MENU,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,FAIL,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,FAIL,false,false,true,INDEPENDENTLY_REVIEW_EVIDENCE_AFTER_BLIND_COUNTS,"issue-phase0-primary-review-category-incomplete: Follow the Wyatt recapture instructions generated for this primary-review checkpoint. | issue-phase0-primary-review-environment-unresolved: Capture only non-secret game/console environment screens. Do not include account credentials, payment screens, serial numbers, or private profile details.",NOT_ELIGIBLE,NOT_SECOND_VERIFIED;NO_CATALOG_MANAGER_APPROVAL;NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE;ENVIRONMENT_UNRESOLVED;CATEGORY_INCOMPLETE;RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON;ISSUE:issue-phase0-primary-review-category-incomplete;ISSUE:issue-phase0-primary-review-environment-unresolved;MISSING_REQUIRED_VIEWS,NOT_VERIFIED,NOT_REVIEWED
cf27-production-verification-cf27-xboxunknown-rtg-head-011,CF27_XBOXUNKNOWN_RTG_HEAD_011,Heads,Face 11,11,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,env-cf27-phase0-video-001-rtg-custom-qb,PRIMARY_APPROVED_WITH_NOTES,EVIDENCE_LINKED,phase0-frame-video-002-tl-014,phase0-video-002,89-94,MENU;FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,MENU,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,FAIL,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,FAIL,false,false,true,INDEPENDENTLY_REVIEW_EVIDENCE_AFTER_BLIND_COUNTS,"issue-phase0-primary-review-category-incomplete: Follow the Wyatt recapture instructions generated for this primary-review checkpoint. | issue-phase0-primary-review-environment-unresolved: Capture only non-secret game/console environment screens. Do not include account credentials, payment screens, serial numbers, or private profile details.",NOT_ELIGIBLE,NOT_SECOND_VERIFIED;NO_CATALOG_MANAGER_APPROVAL;NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE;ENVIRONMENT_UNRESOLVED;CATEGORY_INCOMPLETE;RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON;ISSUE:issue-phase0-primary-review-category-incomplete;ISSUE:issue-phase0-primary-review-environment-unresolved;MISSING_REQUIRED_VIEWS,NOT_VERIFIED,NOT_REVIEWED
cf27-production-verification-cf27-xboxunknown-rtg-head-012,CF27_XBOXUNKNOWN_RTG_HEAD_012,Heads,Face 12,12,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,env-cf27-phase0-video-001-rtg-custom-qb,DUPLICATE_REVIEW_REQUIRED,EVIDENCE_LINKED,phase0-frame-video-002-tl-015;phase0-frame-video-003-tl-001,phase0-video-003,0-4,MENU;FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,MENU,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,FAIL,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,FAIL,true,false,true,REVIEW_DUPLICATE_OR_CONTINUITY_AFTER_INDEPENDENT_COUNTS,"issue-phase0-primary-review-category-incomplete: Follow the Wyatt recapture instructions generated for this primary-review checkpoint. | issue-phase0-primary-review-duplicate-observations: Do not merge duplicate-looking options. Preserve native order and selected value evidence. | issue-phase0-primary-review-environment-unresolved: Capture only non-secret game/console environment screens. Do not include account credentials, payment screens, serial numbers, or private profile details.",NOT_ELIGIBLE,NOT_SECOND_VERIFIED;NO_CATALOG_MANAGER_APPROVAL;NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE;ENVIRONMENT_UNRESOLVED;CATEGORY_INCOMPLETE;RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON;DUPLICATE_REVIEW_REQUIRED;ISSUE:issue-phase0-primary-review-category-incomplete;ISSUE:issue-phase0-primary-review-duplicate-observations;ISSUE:issue-phase0-primary-review-environment-unresolved;MISSING_REQUIRED_VIEWS,NOT_VERIFIED,NOT_REVIEWED
cf27-production-verification-cf27-xboxunknown-rtg-head-013,CF27_XBOXUNKNOWN_RTG_HEAD_013,Heads,Face 13,13,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,env-cf27-phase0-video-001-rtg-custom-qb,PRIMARY_APPROVED_WITH_NOTES,EVIDENCE_LINKED,phase0-frame-video-003-tl-004,phase0-video-003,21-29,MENU;FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,MENU,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,FAIL,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,FAIL,false,false,true,INDEPENDENTLY_REVIEW_EVIDENCE_AFTER_BLIND_COUNTS,"issue-phase0-primary-review-category-incomplete: Follow the Wyatt recapture instructions generated for this primary-review checkpoint. | issue-phase0-primary-review-environment-unresolved: Capture only non-secret game/console environment screens. Do not include account credentials, payment screens, serial numbers, or private profile details.",NOT_ELIGIBLE,NOT_SECOND_VERIFIED;NO_CATALOG_MANAGER_APPROVAL;NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE;ENVIRONMENT_UNRESOLVED;CATEGORY_INCOMPLETE;RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON;ISSUE:issue-phase0-primary-review-category-incomplete;ISSUE:issue-phase0-primary-review-environment-unresolved;MISSING_REQUIRED_VIEWS,NOT_VERIFIED,NOT_REVIEWED
cf27-production-verification-cf27-xboxunknown-rtg-head-014,CF27_XBOXUNKNOWN_RTG_HEAD_014,Heads,Face 14,14,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,env-cf27-phase0-video-001-rtg-custom-qb,PRIMARY_APPROVED_WITH_NOTES,EVIDENCE_LINKED,phase0-frame-video-003-tl-003,phase0-video-003,14-20,MENU;FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,MENU,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,FAIL,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,FAIL,false,false,true,INDEPENDENTLY_REVIEW_EVIDENCE_AFTER_BLIND_COUNTS,"issue-phase0-primary-review-category-incomplete: Follow the Wyatt recapture instructions generated for this primary-review checkpoint. | issue-phase0-primary-review-environment-unresolved: Capture only non-secret game/console environment screens. Do not include account credentials, payment screens, serial numbers, or private profile details.",NOT_ELIGIBLE,NOT_SECOND_VERIFIED;NO_CATALOG_MANAGER_APPROVAL;NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE;ENVIRONMENT_UNRESOLVED;CATEGORY_INCOMPLETE;RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON;ISSUE:issue-phase0-primary-review-category-incomplete;ISSUE:issue-phase0-primary-review-environment-unresolved;MISSING_REQUIRED_VIEWS,NOT_VERIFIED,NOT_REVIEWED
cf27-production-verification-cf27-xboxunknown-rtg-head-016,CF27_XBOXUNKNOWN_RTG_HEAD_016,Heads,Face 16,16,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,env-cf27-phase0-video-001-rtg-custom-qb,DUPLICATE_REVIEW_REQUIRED,EVIDENCE_LINKED,phase0-frame-video-003-tl-002;phase0-frame-video-002-tl-016,phase0-video-003,5-13,MENU;FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,MENU,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,FAIL,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,FAIL,true,false,true,REVIEW_DUPLICATE_OR_CONTINUITY_AFTER_INDEPENDENT_COUNTS,"issue-phase0-primary-review-category-incomplete: Follow the Wyatt recapture instructions generated for this primary-review checkpoint. | issue-phase0-primary-review-duplicate-observations: Do not merge duplicate-looking options. Preserve native order and selected value evidence. | issue-phase0-primary-review-environment-unresolved: Capture only non-secret game/console environment screens. Do not include account credentials, payment screens, serial numbers, or private profile details.",NOT_ELIGIBLE,NOT_SECOND_VERIFIED;NO_CATALOG_MANAGER_APPROVAL;NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE;ENVIRONMENT_UNRESOLVED;CATEGORY_INCOMPLETE;RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON;DUPLICATE_REVIEW_REQUIRED;ISSUE:issue-phase0-primary-review-category-incomplete;ISSUE:issue-phase0-primary-review-duplicate-observations;ISSUE:issue-phase0-primary-review-environment-unresolved;MISSING_REQUIRED_VIEWS,NOT_VERIFIED,NOT_REVIEWED
cf27-production-verification-cf27-xboxunknown-rtg-head-017,CF27_XBOXUNKNOWN_RTG_HEAD_017,Heads,Face 17,17,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,env-cf27-phase0-video-001-rtg-custom-qb,PRIMARY_APPROVED_WITH_NOTES,EVIDENCE_LINKED,phase0-frame-video-003-tl-005,phase0-video-003,30-39,MENU;FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,MENU,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,FAIL,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,FAIL,false,false,true,INDEPENDENTLY_REVIEW_EVIDENCE_AFTER_BLIND_COUNTS,"issue-phase0-primary-review-category-incomplete: Follow the Wyatt recapture instructions generated for this primary-review checkpoint. | issue-phase0-primary-review-environment-unresolved: Capture only non-secret game/console environment screens. Do not include account credentials, payment screens, serial numbers, or private profile details.",NOT_ELIGIBLE,NOT_SECOND_VERIFIED;NO_CATALOG_MANAGER_APPROVAL;NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE;ENVIRONMENT_UNRESOLVED;CATEGORY_INCOMPLETE;RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON;ISSUE:issue-phase0-primary-review-category-incomplete;ISSUE:issue-phase0-primary-review-environment-unresolved;MISSING_REQUIRED_VIEWS,NOT_VERIFIED,NOT_REVIEWED
cf27-production-verification-cf27-xboxunknown-rtg-head-018,CF27_XBOXUNKNOWN_RTG_HEAD_018,Heads,Face 18,18,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,env-cf27-phase0-video-001-rtg-custom-qb,PRIMARY_APPROVED_WITH_NOTES,EVIDENCE_LINKED,phase0-frame-video-003-tl-006,phase0-video-003,40-49,MENU;FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,MENU,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,FAIL,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,FAIL,false,false,true,INDEPENDENTLY_REVIEW_EVIDENCE_AFTER_BLIND_COUNTS,"issue-phase0-primary-review-category-incomplete: Follow the Wyatt recapture instructions generated for this primary-review checkpoint. | issue-phase0-primary-review-environment-unresolved: Capture only non-secret game/console environment screens. Do not include account credentials, payment screens, serial numbers, or private profile details.",NOT_ELIGIBLE,NOT_SECOND_VERIFIED;NO_CATALOG_MANAGER_APPROVAL;NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE;ENVIRONMENT_UNRESOLVED;CATEGORY_INCOMPLETE;RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON;ISSUE:issue-phase0-primary-review-category-incomplete;ISSUE:issue-phase0-primary-review-environment-unresolved;MISSING_REQUIRED_VIEWS,NOT_VERIFIED,NOT_REVIEWED
