candidateID,category,sourceVideoID,sourceVideoFilename,originalFilename,sourceTimestampRange,evidenceIDs,evidenceFiles,sourceVideoResolved,timelineResolved,evidenceResolved
CF27_XBOXUNKNOWN_RTG_SKINTONE_006,Skin Tone,phase0-video-004,04_Skin_Tone.mp4,03_Appearance_Skin_Tone.MP4,29-30,phase0-frame-video-004-tl-011,data/research/cf27/generated/full-resolution-frames/skin-tone-values-001-024/CF27_XBOXUNKNOWN_RTG_SKINTONE_005/CF27_XBOXUNKNOWN_RTG_SKINTONE_005_MENU_video-004_29p50s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINTONE_007,Skin Tone,phase0-video-004,04_Skin_Tone.mp4,03_Appearance_Skin_Tone.MP4,27-28,phase0-frame-video-004-tl-010,data/research/cf27/generated/full-resolution-frames/skin-tone-values-001-024/CF27_XBOXUNKNOWN_RTG_SKINTONE_007/CF27_XBOXUNKNOWN_RTG_SKINTONE_007_MENU_video-004_27p50s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINTONE_008,Skin Tone,phase0-video-004,04_Skin_Tone.mp4,03_Appearance_Skin_Tone.MP4,25-26,phase0-frame-video-004-tl-009,data/research/cf27/generated/full-resolution-frames/skin-tone-values-001-024/CF27_XBOXUNKNOWN_RTG_SKINTONE_006/CF27_XBOXUNKNOWN_RTG_SKINTONE_006_MENU_video-004_25p50s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINTONE_009,Skin Tone,phase0-video-004,04_Skin_Tone.mp4,03_Appearance_Skin_Tone.MP4,8-11,phase0-frame-video-004-tl-002,data/research/cf27/generated/full-resolution-frames/skin-tone-values-001-024/CF27_XBOXUNKNOWN_RTG_SKINTONE_008/CF27_XBOXUNKNOWN_RTG_SKINTONE_008_MENU_video-004_10p50s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINTONE_010,Skin Tone,phase0-video-004,04_Skin_Tone.mp4,03_Appearance_Skin_Tone.MP4,14-14,phase0-frame-video-004-tl-017; phase0-frame-video-004-tl-004,data/research/cf27/generated/full-resolution-frames/skin-tone-values-001-024/CF27_XBOXUNKNOWN_RTG_SKINTONE_010/CF27_XBOXUNKNOWN_RTG_SKINTONE_010_MENU_video-004_41p50s.png; data/research/cf27/generated/full-resolution-frames/skin-tone-values-001-024/CF27_XBOXUNKNOWN_RTG_SKINTONE_016/CF27_XBOXUNKNOWN_RTG_SKINTONE_016_MENU_video-004_14p00s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINTONE_011,Skin Tone,phase0-video-004,04_Skin_Tone.mp4,03_Appearance_Skin_Tone.MP4,50-51,phase0-frame-video-004-tl-022,data/phase-zero/derivative-frames/video-004-tl-022_04-skin-tone-mp4_50p5s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINTONE_012,Skin Tone,phase0-video-004,04_Skin_Tone.mp4,03_Appearance_Skin_Tone.MP4,43-44,phase0-frame-video-004-tl-018,data/research/cf27/generated/full-resolution-frames/skin-tone-values-001-024/CF27_XBOXUNKNOWN_RTG_SKINTONE_012/CF27_XBOXUNKNOWN_RTG_SKINTONE_012_MENU_video-004_43p50s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINTONE_013,Skin Tone,phase0-video-004,04_Skin_Tone.mp4,03_Appearance_Skin_Tone.MP4,39-40,phase0-frame-video-004-tl-016,data/research/cf27/generated/full-resolution-frames/skin-tone-values-001-024/CF27_XBOXUNKNOWN_RTG_SKINTONE_013/CF27_XBOXUNKNOWN_RTG_SKINTONE_013_MENU_video-004_39p50s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINTONE_017,Skin Tone,phase0-video-004,04_Skin_Tone.mp4,03_Appearance_Skin_Tone.MP4,37-38,phase0-frame-video-004-tl-015,data/research/cf27/generated/full-resolution-frames/skin-tone-values-001-024/CF27_XBOXUNKNOWN_RTG_SKINTONE_014/CF27_XBOXUNKNOWN_RTG_SKINTONE_014_MENU_video-004_38p00s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINTONE_018,Skin Tone,phase0-video-004,04_Skin_Tone.mp4,03_Appearance_Skin_Tone.MP4,20-22,phase0-frame-video-004-tl-007,data/research/cf27/generated/full-resolution-frames/skin-tone-values-001-024/CF27_XBOXUNKNOWN_RTG_SKINTONE_015/CF27_XBOXUNKNOWN_RTG_SKINTONE_015_MENU_video-004_21p50s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINTONE_019,Skin Tone,phase0-video-004,04_Skin_Tone.mp4,03_Appearance_Skin_Tone.MP4,17-19,phase0-frame-video-004-tl-006,data/research/cf27/generated/full-resolution-frames/skin-tone-values-001-024/CF27_XBOXUNKNOWN_RTG_SKINTONE_019/CF27_XBOXUNKNOWN_RTG_SKINTONE_019_MENU_video-004_17p50s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINTONE_020,Skin Tone,phase0-video-004,04_Skin_Tone.mp4,03_Appearance_Skin_Tone.MP4,15-16,phase0-frame-video-004-tl-005,data/research/cf27/generated/full-resolution-frames/skin-tone-values-001-024/CF27_XBOXUNKNOWN_RTG_SKINTONE_020/CF27_XBOXUNKNOWN_RTG_SKINTONE_020_MENU_video-004_15p50s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINTONE_021,Skin Tone,phase0-video-004,04_Skin_Tone.mp4,03_Appearance_Skin_Tone.MP4,23-24,phase0-frame-video-004-tl-008,data/research/cf27/generated/full-resolution-frames/skin-tone-values-001-024/CF27_XBOXUNKNOWN_RTG_SKINTONE_021/CF27_XBOXUNKNOWN_RTG_SKINTONE_021_MENU_video-004_23p50s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINTONE_022,Skin Tone,phase0-video-004,04_Skin_Tone.mp4,03_Appearance_Skin_Tone.MP4,35-36,phase0-frame-video-004-tl-014,data/phase-zero/derivative-frames/video-004-tl-014_04-skin-tone-mp4_35p5s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINTONE_023,Skin Tone,phase0-video-004,04_Skin_Tone.mp4,03_Appearance_Skin_Tone.MP4,52-53.82,phase0-frame-video-004-tl-023,data/phase-zero/derivative-frames/video-004-tl-023_04-skin-tone-mp4_52p91s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINTONE_024,Skin Tone,phase0-video-004,04_Skin_Tone.mp4,03_Appearance_Skin_Tone.MP4,33-34,phase0-frame-video-004-tl-013,data/research/cf27/generated/full-resolution-frames/skin-tone-values-001-024/CF27_XBOXUNKNOWN_RTG_SKINTONE_024/CF27_XBOXUNKNOWN_RTG_SKINTONE_024_MENU_video-004_33p00s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINTONE_029,Skin Tone,phase0-video-004,04_Skin_Tone.mp4,03_Appearance_Skin_Tone.MP4,31-32,phase0-frame-video-004-tl-012,data/research/cf27/generated/full-resolution-frames/skin-tone-values-001-024/CF27_XBOXUNKNOWN_RTG_SKINTONE_023/CF27_XBOXUNKNOWN_RTG_SKINTONE_023_MENU_video-004_31p50s.png,true,true,true
