record_id,file_path,record_path,record_kind,classification,source_type,data_class,production_status,verification_status,has_source_evidence,has_catalog_manager_disposition,production_access_allowed,reasons,blocking_issues
phase0-frame-video-008-tl-006,data/phase-zero/menu_map.research.json,$.records[5].evidence[4],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-008-tl-007,data/phase-zero/menu_map.research.json,$.records[5].evidence[5],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-008-tl-008,data/phase-zero/menu_map.research.json,$.records[5].evidence[6],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-008-tl-009,data/phase-zero/menu_map.research.json,$.records[5].evidence[7],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-003-tl-011,data/phase-zero/menu_map.research.json,$.records[50].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-003-tl-012,data/phase-zero/menu_map.research.json,$.records[51].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-003-tl-015,data/phase-zero/menu_map.research.json,$.records[52].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-003-tl-014,data/phase-zero/menu_map.research.json,$.records[53].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-003-tl-013,data/phase-zero/menu_map.research.json,$.records[54].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-008-tl-002,data/phase-zero/menu_map.research.json,$.records[55].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-008-tl-009,data/phase-zero/menu_map.research.json,$.records[55].evidence[1],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-008-tl-003,data/phase-zero/menu_map.research.json,$.records[56].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-008-tl-004,data/phase-zero/menu_map.research.json,$.records[57].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-008-tl-005,data/phase-zero/menu_map.research.json,$.records[58].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-008-tl-006,data/phase-zero/menu_map.research.json,$.records[59].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-009-tl-002,data/phase-zero/menu_map.research.json,$.records[6].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-009-tl-003,data/phase-zero/menu_map.research.json,$.records[6].evidence[1],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-009-tl-004,data/phase-zero/menu_map.research.json,$.records[6].evidence[2],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-009-tl-005,data/phase-zero/menu_map.research.json,$.records[6].evidence[3],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-009-tl-006,data/phase-zero/menu_map.research.json,$.records[6].evidence[4],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-008-tl-007,data/phase-zero/menu_map.research.json,$.records[60].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-008-tl-008,data/phase-zero/menu_map.research.json,$.records[61].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-005-tl-002,data/phase-zero/menu_map.research.json,$.records[62].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-005-tl-003,data/phase-zero/menu_map.research.json,$.records[63].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-005-tl-004,data/phase-zero/menu_map.research.json,$.records[64].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-005-tl-005,data/phase-zero/menu_map.research.json,$.records[65].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-005-tl-006,data/phase-zero/menu_map.research.json,$.records[66].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-005-tl-007,data/phase-zero/menu_map.research.json,$.records[67].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-005-tl-008,data/phase-zero/menu_map.research.json,$.records[68].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-005-tl-009,data/phase-zero/menu_map.research.json,$.records[69].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-source-phase0-video-001,data/phase-zero/menu_map.research.json,$.records[7].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-005-tl-010,data/phase-zero/menu_map.research.json,$.records[70].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-005-tl-011,data/phase-zero/menu_map.research.json,$.records[71].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-004-tl-019,data/phase-zero/menu_map.research.json,$.records[72].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-004-tl-020,data/phase-zero/menu_map.research.json,$.records[73].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-004-tl-021,data/phase-zero/menu_map.research.json,$.records[74].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-004-tl-003,data/phase-zero/menu_map.research.json,$.records[75].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-004-tl-011,data/phase-zero/menu_map.research.json,$.records[76].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-004-tl-010,data/phase-zero/menu_map.research.json,$.records[77].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-004-tl-009,data/phase-zero/menu_map.research.json,$.records[78].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-004-tl-002,data/phase-zero/menu_map.research.json,$.records[79].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-source-phase0-video-001,data/phase-zero/menu_map.research.json,$.records[8].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-004-tl-004,data/phase-zero/menu_map.research.json,$.records[80].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-004-tl-017,data/phase-zero/menu_map.research.json,$.records[80].evidence[1],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-004-tl-022,data/phase-zero/menu_map.research.json,$.records[81].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-004-tl-018,data/phase-zero/menu_map.research.json,$.records[82].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-004-tl-016,data/phase-zero/menu_map.research.json,$.records[83].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-004-tl-015,data/phase-zero/menu_map.research.json,$.records[84].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-004-tl-007,data/phase-zero/menu_map.research.json,$.records[85].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-004-tl-006,data/phase-zero/menu_map.research.json,$.records[86].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-004-tl-005,data/phase-zero/menu_map.research.json,$.records[87].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-004-tl-008,data/phase-zero/menu_map.research.json,$.records[88].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-004-tl-014,data/phase-zero/menu_map.research.json,$.records[89].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-source-phase0-video-001,data/phase-zero/menu_map.research.json,$.records[9].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-004-tl-023,data/phase-zero/menu_map.research.json,$.records[90].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-004-tl-013,data/phase-zero/menu_map.research.json,$.records[91].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
phase0-frame-video-004-tl-012,data/phase-zero/menu_map.research.json,$.records[92].evidence[0],evidence_record,UNKNOWN_ORIGIN,,,,,true,false,false,,
CF27_XBOXUNKNOWN_RTG_SKINTONE_001,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[0],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINTONE_002,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[1],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINTONE_012,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[10],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINTONE_013,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[11],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINTONE_017,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[12],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINTONE_018,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[13],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINTONE_019,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[14],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINTONE_020,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[15],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINTONE_021,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[16],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINTONE_022,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[17],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINTONE_023,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[18],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINTONE_024,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[19],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINTONE_003,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[2],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINTONE_029,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[20],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_001,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[21],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_002,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[22],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_003,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[23],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_004,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[24],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_005,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[25],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_006,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[26],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_007,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[27],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_008,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[28],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_009,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[29],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINTONE_004,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[3],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_010,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[30],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_EYESHAPE_001,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[31],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_EYESHAPE_002,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[32],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_EYESHAPE_003,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[33],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_EYESHAPE_004,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[34],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_EYESHAPE_005,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[35],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_EYECOLOR_001,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[36],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_EYECOLOR_002,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[37],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_EYECOLOR_003,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[38],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_EYECOLOR_004,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[39],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINTONE_006,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[4],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_EYECOLOR_005,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[40],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_EYECOLOR_006,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[41],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_EYECOLOR_007,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[42],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_NOSE_001,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[43],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_NOSE_002,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[44],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_NOSE_003,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[45],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_NOSE_004,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[46],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_NOSE_005,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[47],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_NOSE_006,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[48],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_NOSE_007,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[49],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINTONE_007,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[5],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_EARSHAPE_001,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[50],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_EARSHAPE_002,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[51],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_EARSHAPE_003,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[52],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_EARSHAPE_004,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[53],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINTONE_008,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[6],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINTONE_009,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[7],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINTONE_010,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[8],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
CF27_XBOXUNKNOWN_RTG_SKINTONE_011,data/phase-zero/verification_assignment.json,$.additionalAttributeChecklist[9],catalog_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
creation-path-cf27-rtg-custom-qb-create-player-appearance-video-001,data/phase-zero/verification_assignment.json,$.creationPathInstructions[0],creation_path_record,RESEARCH_OBSERVED,,,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION,true,false,false,verification:OBSERVED_PENDING_VERIFICATION;productionStatus:NOT_PRODUCTION_DATA,
