stableResearchCatalogID,category,parentMenuLabel,controlType,nativeOrder,nativeDisplayLabel,nativeOptionNumber,sourceVideo,sourceTimestampRange,evidenceID,evidenceFramePath,visibleDefaultStatus,selectorWrapObserved,totalCountSupported,geometryEffect,textureEffect,colorEffect,presentationOnlyEffect,orderConfidence,countConfidence,productionGeometricComparison,productionStatus,verificationStatus
CF27_XBOXUNKNOWN_RTG_EYESHAPE_005,Eye Shape,Head & Skin,named_option_grid,5,Hooded,,phase0-video-006,20-24.93,phase0-frame-video-006-tl-006,data/research/cf27/generated/full-resolution-frames/eye-shape-options-001-005/CF27_XBOXUNKNOWN_RTG_EYESHAPE_005/CF27_XBOXUNKNOWN_RTG_EYESHAPE_005_MENU_video-006_22p00s.png,UNKNOWN_NOT_DIRECTLY_SHOWN,false,false,supported_by_native_shape_category_pending_measurement,not_supported_by_current_evidence,not_supported_by_current_evidence,not_supported_by_current_evidence,MEDIUM_EXISTING_RESEARCH_GRID_ORDER_PENDING_REVIEW,LOW_TOTAL_COUNT_NOT_PROVEN,false,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION
CF27_XBOXUNKNOWN_RTG_EYECOLOR_001,Eye Color,Head & Skin,color_selector_named_grid,1,Light Blue,,phase0-video-007,12-12,phase0-frame-video-007-tl-002,data/phase-zero/derivative-frames/video-007-tl-002_07-eye-color-mp4_12s.png,UNKNOWN_NOT_DIRECTLY_SHOWN,false,false,not_supported_by_current_evidence,not_supported_by_current_evidence,supported_by_native_color_labels,supported_by_native_color_labels,MEDIUM_FRAME_ID_MISMATCH_REVIEW_REQUIRED,LOW_TOTAL_COUNT_NOT_PROVEN,false,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION
CF27_XBOXUNKNOWN_RTG_EYECOLOR_002,Eye Color,Head & Skin,color_selector_named_grid,2,Light Brown,,phase0-video-007,13-15,phase0-frame-video-007-tl-003,data/research/cf27/generated/full-resolution-frames/eye-color-options-001-007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_001/CF27_XBOXUNKNOWN_RTG_EYECOLOR_001_MENU_THUMBNAIL_EVIDENCE_video-007_13p00s.png,UNKNOWN_NOT_DIRECTLY_SHOWN,false,false,not_supported_by_current_evidence,not_supported_by_current_evidence,supported_by_native_color_labels,supported_by_native_color_labels,MEDIUM_FRAME_ID_MISMATCH_REVIEW_REQUIRED,LOW_TOTAL_COUNT_NOT_PROVEN,false,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION
CF27_XBOXUNKNOWN_RTG_EYECOLOR_003,Eye Color,Head & Skin,color_selector_named_grid,3,Brown,,phase0-video-007,16-17,phase0-frame-video-007-tl-004,data/research/cf27/generated/full-resolution-frames/eye-color-options-001-007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_003/CF27_XBOXUNKNOWN_RTG_EYECOLOR_003_MENU_THUMBNAIL_EVIDENCE_video-007_17p00s.png,UNKNOWN_NOT_DIRECTLY_SHOWN,false,false,not_supported_by_current_evidence,not_supported_by_current_evidence,supported_by_native_color_labels,supported_by_native_color_labels,MEDIUM_EXISTING_RESEARCH_GRID_ORDER_PENDING_REVIEW,LOW_TOTAL_COUNT_NOT_PROVEN,false,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION
CF27_XBOXUNKNOWN_RTG_EYECOLOR_004,Eye Color,Head & Skin,color_selector_named_grid,4,Blue,,phase0-video-007,18-20,phase0-frame-video-007-tl-005,data/research/cf27/generated/full-resolution-frames/eye-color-options-001-007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_004/CF27_XBOXUNKNOWN_RTG_EYECOLOR_004_MENU_THUMBNAIL_EVIDENCE_video-007_19p00s.png,UNKNOWN_NOT_DIRECTLY_SHOWN,false,false,not_supported_by_current_evidence,not_supported_by_current_evidence,supported_by_native_color_labels,supported_by_native_color_labels,MEDIUM_EXISTING_RESEARCH_GRID_ORDER_PENDING_REVIEW,LOW_TOTAL_COUNT_NOT_PROVEN,false,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION
CF27_XBOXUNKNOWN_RTG_EYECOLOR_005,Eye Color,Head & Skin,color_selector_named_grid,5,Light Green,,phase0-video-007,25-29.33,phase0-frame-video-007-tl-008,data/research/cf27/generated/full-resolution-frames/eye-color-options-001-007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_005/CF27_XBOXUNKNOWN_RTG_EYECOLOR_005_MENU_THUMBNAIL_EVIDENCE_video-007_28p00s.png,UNKNOWN_NOT_DIRECTLY_SHOWN,false,false,not_supported_by_current_evidence,not_supported_by_current_evidence,supported_by_native_color_labels,supported_by_native_color_labels,MEDIUM_EXISTING_RESEARCH_GRID_ORDER_PENDING_REVIEW,LOW_TOTAL_COUNT_NOT_PROVEN,false,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION
CF27_XBOXUNKNOWN_RTG_EYECOLOR_006,Eye Color,Head & Skin,color_selector_named_grid,6,Grey,,phase0-video-007,23-24,phase0-frame-video-007-tl-007,data/research/cf27/generated/full-resolution-frames/eye-color-options-001-007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_006/CF27_XBOXUNKNOWN_RTG_EYECOLOR_006_MENU_THUMBNAIL_EVIDENCE_video-007_24p00s.png,UNKNOWN_NOT_DIRECTLY_SHOWN,false,false,not_supported_by_current_evidence,not_supported_by_current_evidence,supported_by_native_color_labels,supported_by_native_color_labels,MEDIUM_EXISTING_RESEARCH_GRID_ORDER_PENDING_REVIEW,LOW_TOTAL_COUNT_NOT_PROVEN,false,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION
CF27_XBOXUNKNOWN_RTG_EYECOLOR_007,Eye Color,Head & Skin,color_selector_named_grid,7,Hazel,,phase0-video-007,21-22,phase0-frame-video-007-tl-006,data/research/cf27/generated/full-resolution-frames/eye-color-options-001-007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_007_MENU_THUMBNAIL_EVIDENCE_video-007_22p00s.png,UNKNOWN_NOT_DIRECTLY_SHOWN,false,false,not_supported_by_current_evidence,not_supported_by_current_evidence,supported_by_native_color_labels,supported_by_native_color_labels,MEDIUM_EXISTING_RESEARCH_GRID_ORDER_PENDING_REVIEW,LOW_TOTAL_COUNT_NOT_PROVEN,false,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION
CF27_XBOXUNKNOWN_RTG_NOSE_001,Nose,Head & Skin,named_option_grid,1,None,,phase0-video-008,15-15,phase0-frame-video-008-tl-003,data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_001/CF27_XBOXUNKNOWN_RTG_NOSE_001_MENU_EVIDENCE_video-008_15p00s.png,UNKNOWN_NOT_DIRECTLY_SHOWN,false,false,supported_by_native_shape_category_pending_measurement,not_supported_by_current_evidence,not_supported_by_current_evidence,not_supported_by_current_evidence,MEDIUM_EXISTING_RESEARCH_GRID_ORDER_PENDING_REVIEW,LOW_TOTAL_COUNT_NOT_PROVEN,false,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION
CF27_XBOXUNKNOWN_RTG_NOSE_002,Nose,Head & Skin,named_option_grid,2,Hooked,,phase0-video-008,16-18,phase0-frame-video-008-tl-004,data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_002/CF27_XBOXUNKNOWN_RTG_NOSE_002_MENU_EVIDENCE_video-008_17p00s.png,UNKNOWN_NOT_DIRECTLY_SHOWN,false,false,supported_by_native_shape_category_pending_measurement,not_supported_by_current_evidence,not_supported_by_current_evidence,not_supported_by_current_evidence,MEDIUM_EXISTING_RESEARCH_GRID_ORDER_PENDING_REVIEW,LOW_TOTAL_COUNT_NOT_PROVEN,false,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION
CF27_XBOXUNKNOWN_RTG_NOSE_003,Nose,Head & Skin,named_option_grid,3,Button,,phase0-video-008,19-20,phase0-frame-video-008-tl-005,data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_003/CF27_XBOXUNKNOWN_RTG_NOSE_003_MENU_EVIDENCE_video-008_19p00s.png,UNKNOWN_NOT_DIRECTLY_SHOWN,false,false,supported_by_native_shape_category_pending_measurement,not_supported_by_current_evidence,not_supported_by_current_evidence,not_supported_by_current_evidence,MEDIUM_EXISTING_RESEARCH_GRID_ORDER_PENDING_REVIEW,LOW_TOTAL_COUNT_NOT_PROVEN,false,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION
CF27_XBOXUNKNOWN_RTG_NOSE_004,Nose,Head & Skin,named_option_grid,4,Nubian,,phase0-video-008,21-22,phase0-frame-video-008-tl-006,data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_004/CF27_XBOXUNKNOWN_RTG_NOSE_004_MENU_EVIDENCE_video-008_21p00s.png,UNKNOWN_NOT_DIRECTLY_SHOWN,false,false,supported_by_native_shape_category_pending_measurement,not_supported_by_current_evidence,not_supported_by_current_evidence,not_supported_by_current_evidence,MEDIUM_EXISTING_RESEARCH_GRID_ORDER_PENDING_REVIEW,LOW_TOTAL_COUNT_NOT_PROVEN,false,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION
CF27_XBOXUNKNOWN_RTG_NOSE_005,Nose,Head & Skin,named_option_grid,5,Aquiline,,phase0-video-008,14-14,phase0-frame-video-008-tl-002,data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_005/CF27_XBOXUNKNOWN_RTG_NOSE_005_BEST_AVAILABLE_THREE_QUARTER_video-008_14p00s.png,UNKNOWN_NOT_DIRECTLY_SHOWN,false,false,supported_by_native_shape_category_pending_measurement,not_supported_by_current_evidence,not_supported_by_current_evidence,not_supported_by_current_evidence,MEDIUM_EXISTING_RESEARCH_GRID_ORDER_PENDING_REVIEW,LOW_TOTAL_COUNT_NOT_PROVEN,false,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION
CF27_XBOXUNKNOWN_RTG_NOSE_006,Nose,Head & Skin,named_option_grid,6,Roman,,phase0-video-008,25-27,phase0-frame-video-008-tl-008,data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_006/CF27_XBOXUNKNOWN_RTG_NOSE_006_MENU_EVIDENCE_video-008_26p00s.png,UNKNOWN_NOT_DIRECTLY_SHOWN,false,false,supported_by_native_shape_category_pending_measurement,not_supported_by_current_evidence,not_supported_by_current_evidence,not_supported_by_current_evidence,MEDIUM_EXISTING_RESEARCH_GRID_ORDER_PENDING_REVIEW,LOW_TOTAL_COUNT_NOT_PROVEN,false,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION
CF27_XBOXUNKNOWN_RTG_NOSE_007,Nose,Head & Skin,named_option_grid,7,Funnel,,phase0-video-008,23-24,phase0-frame-video-008-tl-007,data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_007/CF27_XBOXUNKNOWN_RTG_NOSE_007_MENU_EVIDENCE_video-008_23p00s.png,UNKNOWN_NOT_DIRECTLY_SHOWN,false,false,supported_by_native_shape_category_pending_measurement,not_supported_by_current_evidence,not_supported_by_current_evidence,not_supported_by_current_evidence,MEDIUM_EXISTING_RESEARCH_GRID_ORDER_PENDING_REVIEW,LOW_TOTAL_COUNT_NOT_PROVEN,false,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION
CF27_XBOXUNKNOWN_RTG_EARSHAPE_001,Ear Shape,Head & Skin,named_option_grid,1,Attached Lobe,,phase0-video-009,18-20,phase0-frame-video-009-tl-003,data/research/cf27/generated/full-resolution-frames/ear-shape-options-001-004/CF27_XBOXUNKNOWN_RTG_EARSHAPE_001/CF27_XBOXUNKNOWN_RTG_EARSHAPE_001_MENU_EVIDENCE_video-009_18p00s.png,UNKNOWN_NOT_DIRECTLY_SHOWN,false,false,supported_by_native_shape_category_pending_measurement,not_supported_by_current_evidence,not_supported_by_current_evidence,not_supported_by_current_evidence,MEDIUM_EXISTING_RESEARCH_GRID_ORDER_PENDING_REVIEW,LOW_TOTAL_COUNT_NOT_PROVEN,false,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION
CF27_XBOXUNKNOWN_RTG_EARSHAPE_002,Ear Shape,Head & Skin,named_option_grid,2,None,,phase0-video-009,16-17,phase0-frame-video-009-tl-002,data/phase-zero/derivative-frames/video-009-tl-002_09-ear-shape-mp4_16p5s.png,UNKNOWN_NOT_DIRECTLY_SHOWN,false,false,supported_by_native_shape_category_pending_measurement,not_supported_by_current_evidence,not_supported_by_current_evidence,not_supported_by_current_evidence,MEDIUM_FRAME_ID_MISMATCH_REVIEW_REQUIRED,LOW_TOTAL_COUNT_NOT_PROVEN,false,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION
CF27_XBOXUNKNOWN_RTG_EARSHAPE_003,Ear Shape,Head & Skin,named_option_grid,3,Round Free Lobe,,phase0-video-009,23-25,phase0-frame-video-009-tl-005,data/research/cf27/generated/full-resolution-frames/ear-shape-options-001-004/CF27_XBOXUNKNOWN_RTG_EARSHAPE_002/CF27_XBOXUNKNOWN_RTG_EARSHAPE_002_MENU_EVIDENCE_video-009_23p00s.png,UNKNOWN_NOT_DIRECTLY_SHOWN,false,false,supported_by_native_shape_category_pending_measurement,not_supported_by_current_evidence,not_supported_by_current_evidence,not_supported_by_current_evidence,MEDIUM_FRAME_ID_MISMATCH_REVIEW_REQUIRED,LOW_TOTAL_COUNT_NOT_PROVEN,false,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION
CF27_XBOXUNKNOWN_RTG_EARSHAPE_004,Ear Shape,Head & Skin,named_option_grid,4,Pointed,,phase0-video-009,26-30.21,phase0-frame-video-009-tl-006,data/research/cf27/generated/full-resolution-frames/ear-shape-options-001-004/CF27_XBOXUNKNOWN_RTG_EARSHAPE_004/CF27_XBOXUNKNOWN_RTG_EARSHAPE_004_MENU_EVIDENCE_video-009_26p00s.png,UNKNOWN_NOT_DIRECTLY_SHOWN,false,false,supported_by_native_shape_category_pending_measurement,not_supported_by_current_evidence,not_supported_by_current_evidence,not_supported_by_current_evidence,MEDIUM_EXISTING_RESEARCH_GRID_ORDER_PENDING_REVIEW,LOW_TOTAL_COUNT_NOT_PROVEN,false,NOT_PRODUCTION_DATA,OBSERVED_PENDING_VERIFICATION
