candidateID,category,nativeOrder,nativeVisibleLabelOrIndex,primaryReviewStatus,sourceVideoID,sourceVideoFilename,sourceTimestampRange,evidenceIDs,evidenceResolved,selectedValueVisible,categoryVisible,firstSelectorOptionKnown,finalSelectorOptionKnown,selectorWrapKnown,duplicated,ambiguous,environmentResolved,publicationBlockers
CF27_XBOXUNKNOWN_RTG_HEAD_028,Heads,28,Face 28,PRIMARY_APPROVED_WITH_NOTES,phase0-video-003,03_Head_Templates_Faces_12-29.mov,100-109,phase0-frame-video-003-tl-012,true,true,true,true,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_HEAD_029,Heads,29,Face 29,PRIMARY_APPROVED_WITH_NOTES,phase0-video-003,03_Head_Templates_Faces_12-29.mov,127-133.02,phase0-frame-video-003-tl-015,true,true,true,true,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_HEAD_030,Heads,30,Face 30,PRIMARY_APPROVED_WITH_NOTES,phase0-video-003,03_Head_Templates_Faces_12-29.mov,120-126,phase0-frame-video-003-tl-014,true,true,true,true,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_HEAD_031,Heads,31,Face 31,PRIMARY_APPROVED_WITH_NOTES,phase0-video-003,03_Head_Templates_Faces_12-29.mov,110-119,phase0-frame-video-003-tl-013,true,true,true,true,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_JAWSHAPE_SQUARE,Jaw Shape,2,Square,PRIMARY_APPROVED_WITH_NOTES,CF27_XBOX_SOURCE_2026_08_02_001,EA SPORTS™ College Football 27-2026_08_02-21_13_02.mp4,220-229,phase0-frame-CF27_XBOX_SOURCE_2026_08_02_001-tl-010,true,true,true,true,true,false,false,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_MOUTHSHAPE_HEAVY,Mouth Shape,7,Heavy,PRIMARY_APPROVED_WITH_NOTES,CF27_XBOX_SOURCE_2026_08_02_001,EA SPORTS™ College Football 27-2026_08_02-21_13_02.mp4,210-219,phase0-frame-CF27_XBOX_SOURCE_2026_08_02_001-tl-009,true,true,true,true,true,false,false,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_NOSE_001,Nose,1,None,PRIMARY_APPROVED_WITH_NOTES,phase0-video-008,08_Nose.mp4,15-15,phase0-frame-video-008-tl-003,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_NOSE_002,Nose,2,Hooked,PRIMARY_APPROVED_WITH_NOTES,phase0-video-008,08_Nose.mp4,16-18,phase0-frame-video-008-tl-004,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_NOSE_003,Nose,3,Button,PRIMARY_APPROVED_WITH_NOTES,phase0-video-008,08_Nose.mp4,19-20,phase0-frame-video-008-tl-005,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_NOSE_004,Nose,4,Nubian,PRIMARY_APPROVED_WITH_NOTES,phase0-video-008,08_Nose.mp4,21-22,phase0-frame-video-008-tl-006,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_NOSE_005,Nose,5,Aquiline,DUPLICATE_REVIEW_REQUIRED,phase0-video-008,08_Nose.mp4,14-14,phase0-frame-video-008-tl-002; phase0-frame-video-008-tl-009,true,true,true,false,false,false,true,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; DUPLICATE_REVIEW_REQUIRED
CF27_XBOXUNKNOWN_RTG_NOSE_006,Nose,6,Roman,PRIMARY_APPROVED_WITH_NOTES,phase0-video-008,08_Nose.mp4,25-27,phase0-frame-video-008-tl-008,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_NOSE_007,Nose,7,Funnel,PRIMARY_APPROVED_WITH_NOTES,phase0-video-008,08_Nose.mp4,23-24,phase0-frame-video-008-tl-007,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_001,Skin Details,1,None,PRIMARY_APPROVED_WITH_NOTES,phase0-video-005,05_Skin_Details.mp4,8-8,phase0-frame-video-005-tl-002,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_002,Skin Details,2,Freckles 2,PRIMARY_APPROVED_WITH_NOTES,phase0-video-005,05_Skin_Details.mp4,9-10,phase0-frame-video-005-tl-003,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_003,Skin Details,3,Scar 3,PRIMARY_APPROVED_WITH_NOTES,phase0-video-005,05_Skin_Details.mp4,11-14,phase0-frame-video-005-tl-004,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_004,Skin Details,4,Scar 2,PRIMARY_APPROVED_WITH_NOTES,phase0-video-005,05_Skin_Details.mp4,15-16,phase0-frame-video-005-tl-005,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_005,Skin Details,5,Scar 1,PRIMARY_APPROVED_WITH_NOTES,phase0-video-005,05_Skin_Details.mp4,23-24,phase0-frame-video-005-tl-009,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_006,Skin Details,6,Acne Scar 1,PRIMARY_APPROVED_WITH_NOTES,phase0-video-005,05_Skin_Details.mp4,21-22,phase0-frame-video-005-tl-008,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_007,Skin Details,7,Redness 3,PRIMARY_APPROVED_WITH_NOTES,phase0-video-005,05_Skin_Details.mp4,19-20,phase0-frame-video-005-tl-007,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_008,Skin Details,8,Redness 2,PRIMARY_APPROVED_WITH_NOTES,phase0-video-005,05_Skin_Details.mp4,17-18,phase0-frame-video-005-tl-006,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_009,Skin Details,9,Redness 1,PRIMARY_APPROVED_WITH_NOTES,phase0-video-005,05_Skin_Details.mp4,25-26,phase0-frame-video-005-tl-010,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_010,Skin Details,10,Freckles 1,PRIMARY_APPROVED_WITH_NOTES,phase0-video-005,05_Skin_Details.mp4,27-31.72,phase0-frame-video-005-tl-011,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINTONE_001,Skin Tone,1,Skin Tone 01,PRIMARY_APPROVED_WITH_NOTES,phase0-video-004,04_Skin_Tone.mp4,45-46,phase0-frame-video-004-tl-019,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINTONE_002,Skin Tone,2,Skin Tone 02,PRIMARY_APPROVED_WITH_NOTES,phase0-video-004,04_Skin_Tone.mp4,47-47,phase0-frame-video-004-tl-020,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINTONE_003,Skin Tone,3,Skin Tone 03,PRIMARY_APPROVED_WITH_NOTES,phase0-video-004,04_Skin_Tone.mp4,48-49,phase0-frame-video-004-tl-021,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINTONE_004,Skin Tone,4,Skin Tone 04,PRIMARY_APPROVED_WITH_NOTES,phase0-video-004,04_Skin_Tone.mp4,12-13,phase0-frame-video-004-tl-003,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINTONE_006,Skin Tone,6,Skin Tone 06,PRIMARY_APPROVED_WITH_NOTES,phase0-video-004,04_Skin_Tone.mp4,29-30,phase0-frame-video-004-tl-011,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINTONE_007,Skin Tone,7,Skin Tone 07,PRIMARY_APPROVED_WITH_NOTES,phase0-video-004,04_Skin_Tone.mp4,27-28,phase0-frame-video-004-tl-010,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINTONE_008,Skin Tone,8,Skin Tone 08,PRIMARY_APPROVED_WITH_NOTES,phase0-video-004,04_Skin_Tone.mp4,25-26,phase0-frame-video-004-tl-009,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINTONE_009,Skin Tone,9,Skin Tone 09,PRIMARY_APPROVED_WITH_NOTES,phase0-video-004,04_Skin_Tone.mp4,8-11,phase0-frame-video-004-tl-002,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINTONE_010,Skin Tone,10,Skin Tone 10,DUPLICATE_REVIEW_REQUIRED,phase0-video-004,04_Skin_Tone.mp4,14-14,phase0-frame-video-004-tl-017; phase0-frame-video-004-tl-004,true,true,true,false,false,false,true,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; DUPLICATE_REVIEW_REQUIRED
CF27_XBOXUNKNOWN_RTG_SKINTONE_011,Skin Tone,11,Skin Tone 11,PRIMARY_APPROVED_WITH_NOTES,phase0-video-004,04_Skin_Tone.mp4,50-51,phase0-frame-video-004-tl-022,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINTONE_012,Skin Tone,12,Skin Tone 12,PRIMARY_APPROVED_WITH_NOTES,phase0-video-004,04_Skin_Tone.mp4,43-44,phase0-frame-video-004-tl-018,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINTONE_013,Skin Tone,13,Skin Tone 13,PRIMARY_APPROVED_WITH_NOTES,phase0-video-004,04_Skin_Tone.mp4,39-40,phase0-frame-video-004-tl-016,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINTONE_017,Skin Tone,17,Skin Tone 17,PRIMARY_APPROVED_WITH_NOTES,phase0-video-004,04_Skin_Tone.mp4,37-38,phase0-frame-video-004-tl-015,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINTONE_018,Skin Tone,18,Skin Tone 18,PRIMARY_APPROVED_WITH_NOTES,phase0-video-004,04_Skin_Tone.mp4,20-22,phase0-frame-video-004-tl-007,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINTONE_019,Skin Tone,19,Skin Tone 19,PRIMARY_APPROVED_WITH_NOTES,phase0-video-004,04_Skin_Tone.mp4,17-19,phase0-frame-video-004-tl-006,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINTONE_020,Skin Tone,20,Skin Tone 20,PRIMARY_APPROVED_WITH_NOTES,phase0-video-004,04_Skin_Tone.mp4,15-16,phase0-frame-video-004-tl-005,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINTONE_021,Skin Tone,21,Skin Tone 21,PRIMARY_APPROVED_WITH_NOTES,phase0-video-004,04_Skin_Tone.mp4,23-24,phase0-frame-video-004-tl-008,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINTONE_022,Skin Tone,22,Skin Tone 22,PRIMARY_APPROVED_WITH_NOTES,phase0-video-004,04_Skin_Tone.mp4,35-36,phase0-frame-video-004-tl-014,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINTONE_023,Skin Tone,23,Skin Tone 23,PRIMARY_APPROVED_WITH_NOTES,phase0-video-004,04_Skin_Tone.mp4,52-53.82,phase0-frame-video-004-tl-023,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINTONE_024,Skin Tone,24,Skin Tone 24,PRIMARY_APPROVED_WITH_NOTES,phase0-video-004,04_Skin_Tone.mp4,33-34,phase0-frame-video-004-tl-013,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
CF27_XBOXUNKNOWN_RTG_SKINTONE_029,Skin Tone,29,Skin Tone 29,PRIMARY_APPROVED_WITH_NOTES,phase0-video-004,04_Skin_Tone.mp4,31-32,phase0-frame-video-004-tl-012,true,true,true,false,false,false,false,true,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON
